N,P,K,ph,label
82,47,51,5.389072518035272,brinjal
69,49,51,5.066107842096848,brinjal
75,50,50,5.5,cabbage
78,45,58,5.19063769263319,cabbage
83,52,57,5.7229103096666805,cabbage
75,50,50,5.5,mango
70,40,52,5.1729490840055075,mango
69,47,40,5.9860797663204846,mango
75,50,50,5.5,other_fresh_fruits
66,51,58,5.150775947682025,other_fresh_fruits
83,48,45,5.380531888141109,other_fresh_fruits
75,50,50,5.5,other_vegetables
85,58,58,5.033576957975554,other_vegetables
68,60,48,5.068888502003821,other_vegetables
75,50,50,5.5,pome_fruit
65,54,56,5.693516923525673,pome_fruit
71,55,41,5.752768386819525,pome_fruit
75,50,50,5.5,tomato
71,50,45,5.306650880005366,tomato
74,58,41,5.58128555006482,tomato
75,50,50,5.5,sunflower
73,42,57,5.498913080315751,sunflower
70,42,42,5.1432298400419905,sunflower
75,50,50,5.5,coriander
77,57,46,5.740892657324126,coriander
78,43,51,5.600606949509862,coriander
75,50,50,5.5,garlic
78,42,55,5.71495000759516,garlic
76,46,50,5.3693340951719915,garlic
50,25,50,6.4,dry_chillies
53,32,58,6.630798104816388,dry_chillies
48,26,47,6.542457281130705,dry_chillies
50,25,50,6.4,ginger
59,32,41,6.636195837318078,ginger
50,23,50,6.727694241439704,ginger
50,25,50,6.4,potato
58,34,52,6.068865600266135,potato
52,18,50,6.188241556347214,potato
50,25,50,6.4,sugarcane
43,19,41,6.537178482430079,sugarcane
48,35,41,6.328933640069009,sugarcane
50,25,50,6.4,turmeric
46,32,60,6.398275805434997,turmeric
58,26,51,6.263933136543791,turmeric
50,25,50,6.4,oilseeds_total
49,20,47,6.890550032188532,oilseeds_total
56,34,49,6.685414193664172,oilseeds_total
50,50,50,7.5,oilseeds_total
60,48,44,7.173473684376242,oilseeds_total
52,50,56,7.3576162394228835,oilseeds_total
50,50,50,7.5,dry_chillies
48,54,40,7.577328837307881,dry_chillies
47,59,42,7.54957721770895,dry_chillies
50,50,50,7.5,ginger
42,50,43,7.016604606289443,ginger
60,59,52,7.623230140574114,ginger
50,50,50,7.5,potato
41,59,54,7.202027444318867,potato
48,59,55,7.369294160722334,potato
50,50,50,7.5,sugarcane
52,57,46,7.686337705566234,sugarcane
53,55,41,7.2769510409322375,sugarcane
50,50,50,7.5,turmeric
54,60,40,7.731501765593765,turmeric
47,44,42,7.245997301016352,turmeric
50,50,50,7.5,pulses_total
51,53,45,7.668044409039782,pulses_total
53,45,49,7.58631237803749,pulses_total
75,25,75,6.4,oilseeds_total
85,21,78,6.65509850269326,oilseeds_total
70,28,65,6.693289867871869,oilseeds_total
75,25,75,6.4,dry_chillies
82,19,77,6.6557429151696095,dry_chillies
65,18,67,5.982773852555958,dry_chillies
75,25,75,6.4,ginger
73,23,74,6.611475601956945,ginger
69,28,85,6.314918397851683,ginger
75,25,75,6.4,potato
82,26,68,6.3934062650251375,potato
80,31,77,6.246827542631655,potato
75,25,75,6.4,pulses_total
83,18,75,6.5711352801107275,pulses_total
78,17,68,6.460950689851417,pulses_total
75,25,75,6.4,sugarcane
69,27,73,6.479172501468084,sugarcane
76,15,74,6.162187525710863,sugarcane
75,25,75,6.4,turmeric
71,29,83,6.2489660560409925,turmeric
78,34,65,6.777393816052954,turmeric
25,25,25,6.5,oilseeds_total
24,34,30,6.496291721945264,oilseeds_total
30,23,15,6.666823563164991,oilseeds_total
25,25,25,6.5,dry_chillies
24,22,17,6.27942033578724,dry_chillies
20,26,18,6.610682523022473,dry_chillies
25,25,25,6.5,ginger
22,20,24,6.8034528200756865,ginger
21,22,30,6.8362960391127805,ginger
25,25,25,6.5,potato
16,26,20,6.37976228154094,potato
30,21,25,6.763124144987876,potato
25,25,25,6.5,pulses_total
30,18,28,6.934819289399416,pulses_total
34,17,30,6.139526216703356,pulses_total
25,25,25,6.5,sugarcane
16,18,16,6.684722675214957,sugarcane
26,17,17,6.1156921578299075,sugarcane
25,25,25,6.5,turmeric
27,24,26,6.08634682576754,turmeric
17,28,29,6.401629171697209,turmeric
50,75,50,7.3,oilseeds_total
46,74,53,7.3780152190832196,oilseeds_total
48,69,56,6.916487405456035,oilseeds_total
50,75,50,7.3,dry_chillies
54,81,52,7.059432476415292,dry_chillies
50,77,60,7.229353545672864,dry_chillies
50,75,50,7.3,ginger
59,75,40,7.7994362062640965,ginger
59,66,45,7.55335138862859,ginger
50,75,50,7.3,potato
57,78,54,7.369962365508045,potato
59,83,52,6.95509953352889,potato
50,75,50,7.3,sugarcane
47,66,60,7.627092182612442,sugarcane
47,73,47,7.448497391916898,sugarcane
50,75,50,7.3,turmeric
43,81,50,6.918239210602986,turmeric
42,73,52,7.767947219918282,turmeric
50,75,50,7.3,pulses_total
49,80,54,7.764911820297626,pulses_total
57,74,50,7.0376467157160825,pulses_total
25,50,50,7.3,dry_chillies
19,55,46,7.073839988976581,dry_chillies
17,48,49,7.257172403799878,dry_chillies
25,50,50,7.3,ginger
18,49,59,7.451749604107032,ginger
17,43,43,7.53002024211809,ginger
25,50,50,7.3,potato
26,44,52,6.886278095461089,potato
35,47,40,7.670013429193642,potato
25,50,50,7.3,sugarcane
26,52,55,7.200171778212707,sugarcane
16,57,42,7.1294746843921,sugarcane
25,50,75,6.7,dry_chillies
15,47,71,6.8381948663917465,dry_chillies
32,59,83,6.4333549685507245,dry_chillies
25,50,75,6.7,ginger
21,50,66,6.945824090879761,ginger
22,56,84,6.495316916238661,ginger
25,50,75,6.7,oilseeds_total
31,57,65,6.7114717133437125,oilseeds_total
29,55,66,6.41284678399109,oilseeds_total
25,50,75,6.7,potato
31,43,80,6.279725012364478,potato
35,47,70,6.501538721936309,potato
25,50,75,6.7,sugarcane
30,50,76,6.959710629731289,sugarcane
24,40,82,6.240124592787669,sugarcane
50,50,50,6.9,dry_chillies
54,58,60,6.423516549605035,dry_chillies
48,41,58,6.970833696546376,dry_chillies
50,50,50,6.9,ginger
56,49,47,7.3278557515839005,ginger
50,55,60,6.997590850547526,ginger
50,50,50,6.9,oilseeds_total
43,42,45,7.033170352474047,oilseeds_total
50,44,45,6.412002924363501,oilseeds_total
50,50,50,6.9,potato
54,51,60,7.353807023960986,potato
49,51,41,6.673540789207774,potato
50,50,50,6.9,sugarcane
44,46,45,7.366745680670467,sugarcane
56,41,44,6.750015652051983,sugarcane
50,50,50,6.9,turmeric
52,51,51,7.067868590599524,turmeric
41,40,60,6.773389353657732,turmeric
50,50,50,6.9,pulses_total
49,52,55,6.52199616703681,pulses_total
51,45,41,6.911926462033705,pulses_total
50,25,75,6.0,oilseeds_total
51,34,68,5.752571404778657,oilseeds_total
42,29,76,6.383266202055314,oilseeds_total
50,25,75,6.0,dry_chillies
60,26,73,6.461249335444398,dry_chillies
49,27,77,5.557101582167254,dry_chillies
50,25,75,6.0,ginger
53,28,84,6.180902414290411,ginger
58,31,65,5.680608919170158,ginger
50,25,75,6.0,potato
60,21,79,6.290248940666697,potato
57,23,70,6.144228868154013,potato
50,25,75,6.0,sugarcane
54,22,66,6.384008726293948,sugarcane
55,27,76,5.876473393212195,sugarcane
50,25,75,6.0,turmeric
47,20,79,5.53057718359599,turmeric
45,31,73,5.552297157928648,turmeric
50,25,75,6.0,pulses_total
43,26,79,5.765679595054654,pulses_total
55,28,80,5.66457196875128,pulses_total
25,50,75,6.4,dry_chillies
21,52,80,6.652855625347469,dry_chillies
29,41,77,6.320979386240826,dry_chillies
25,50,75,6.4,ginger
27,52,81,6.29421603673281,ginger
15,54,78,6.305473179286862,ginger
25,50,75,6.4,oilseeds_total
34,54,85,5.981653564785719,oilseeds_total
35,40,83,6.456976281646869,oilseeds_total
25,50,75,6.4,potato
19,41,83,6.643721328147193,potato
25,42,75,5.916733527869538,potato
25,75,50,5.9,dry_chillies
19,73,49,5.840467531101895,dry_chillies
15,79,48,5.765073445921184,dry_chillies
25,75,50,5.9,ginger
27,81,45,5.772671668973909,ginger
27,69,59,6.244314160780611,ginger
25,75,50,5.9,oilseeds_total
17,66,43,5.4908008723457655,oilseeds_total
21,84,51,5.428618962132707,oilseeds_total
25,75,50,5.9,potato
26,76,54,6.272283018494174,potato
29,79,49,5.742020826871789,potato
25,75,50,5.9,sugarcane
32,79,48,6.100331389506519,sugarcane
25,84,53,5.839977363906696,sugarcane
25,75,50,5.9,turmeric
15,84,53,6.047846016570263,turmeric
16,80,58,6.001674665267447,turmeric
25,75,50,5.9,pulses_total
24,78,47,5.563312024882872,pulses_total
16,76,53,5.49364807363626,pulses_total
75,50,25,6.1,dry_chillies
65,48,34,6.233276050684177,dry_chillies
72,47,35,6.508994045474568,dry_chillies
75,50,25,6.1,ginger
84,52,15,6.302978818501491,ginger
68,55,21,6.592755402778644,ginger
75,50,25,6.1,potato
78,57,19,5.813483340925903,potato
81,49,16,5.8806044505357224,potato
75,50,25,6.1,sugarcane
73,57,27,6.39939569345066,sugarcane
70,50,35,6.154507145203208,sugarcane
75,50,25,6.1,turmeric
67,48,23,6.2584030615833175,turmeric
78,56,31,5.933391817495329,turmeric
50,50,50,7.4,oilseeds_total
55,48,42,7.084029619892186,oilseeds_total
43,56,44,7.29673651315305,oilseeds_total
50,50,50,7.4,dry_chillies
56,51,58,7.257603156232974,dry_chillies
51,41,44,6.932917223231311,dry_chillies
50,50,50,7.4,ginger
47,40,47,7.471510063767235,ginger
60,44,48,7.562107560002303,ginger
50,50,50,7.4,potato
55,51,42,7.1022432691643695,potato
40,55,40,7.432319705588307,potato
50,50,50,7.4,sugarcane
53,57,40,7.318799338498325,sugarcane
41,40,44,7.820546351056821,sugarcane
50,50,50,7.4,turmeric
53,40,50,7.856056974110679,turmeric
40,42,42,7.825526108729357,turmeric
50,50,50,7.4,pulses_total
44,58,52,7.00117576781361,pulses_total
52,59,53,7.748079619068595,pulses_total
50,25,50,6.8,potato
54,31,56,6.498867402402802,potato
60,25,45,6.969867844907969,potato
50,25,50,6.8,dry_chillies
54,31,55,6.4460896051775185,dry_chillies
42,28,42,6.990312251885745,dry_chillies
50,25,50,6.8,ginger
56,27,60,6.972819396534368,ginger
52,35,54,6.947841611443959,ginger
50,25,50,6.8,oilseeds_total
57,19,49,6.878783940405039,oilseeds_total
53,18,53,6.580674009599491,oilseeds_total
50,25,50,6.8,sugarcane
41,16,51,6.562924279093731,sugarcane
59,20,42,6.880360433012652,sugarcane
50,25,50,6.8,turmeric
42,25,48,6.688130604547872,turmeric
43,18,58,7.250385101214871,turmeric
25,25,50,6.8,banana
26,31,49,7.077145774711287,banana
27,23,49,6.91071685939183,banana
25,25,50,6.8,dry_chillies
22,24,50,6.557866062906964,dry_chillies
15,21,50,6.966705939280824,dry_chillies
25,25,50,6.8,onion
34,23,43,7.013084345800039,onion
31,23,48,6.877725695994998,onion
25,25,50,6.8,potato
32,20,50,6.545797867314459,potato
17,23,51,7.282569200702373,potato
25,25,50,6.8,sugarcane
25,34,40,7.148414323187503,sugarcane
26,35,42,6.476484616809466,sugarcane
25,25,50,6.8,sweet_potato
28,22,46,6.607789327955573,sweet_potato
19,33,41,7.198471025860601,sweet_potato
25,25,50,6.8,tapioca
20,23,45,6.729067625669999,tapioca
22,21,49,6.376538288529819,tapioca
25,25,50,6.8,tobacco
22,15,50,6.911912899862126,tobacco
30,17,58,6.434819133811282,tobacco
25,25,50,6.8,turmeric
27,32,41,6.358394612201756,turmeric
35,29,60,6.632724870862372,turmeric
25,25,50,6.8,arecanut
35,26,56,6.686871402504264,arecanut
20,24,45,6.378540278207857,arecanut
25,25,50,6.8,black_pepper
24,30,42,6.697871969423604,black_pepper
15,24,46,6.579486917578088,black_pepper
25,25,50,6.8,ginger
35,32,55,7.178954752399514,ginger
29,25,42,7.057237224041609,ginger
50,50,50,5.8,arecanut
51,52,46,5.48990227451571,arecanut
42,48,51,5.927435414412753,arecanut
50,50,50,5.8,dry_chillies
48,41,43,6.234255833246384,dry_chillies
53,42,57,6.26047566344085,dry_chillies
50,50,50,5.8,niger_seed
49,45,49,5.705015296250231,niger_seed
50,51,44,5.916614454086867,niger_seed
50,50,50,5.8,onion
58,56,44,6.21299441531682,onion
47,50,43,6.237000926243139,onion
50,50,50,5.8,potato
50,44,48,6.014182844058204,potato
47,48,55,5.733732760808039,potato
50,50,50,5.8,sesamum
58,54,49,5.5718025362387475,sesamum
48,41,60,5.887593317952858,sesamum
50,50,50,5.8,sweet_potato
49,52,42,5.935345975537331,sweet_potato
57,59,45,6.235890742483477,sweet_potato
50,50,50,5.8,tapioca
50,47,43,5.609566380973625,tapioca
53,60,53,5.500902539694949,tapioca
50,50,50,5.8,turmeric
43,55,47,5.3964581561291665,turmeric
40,54,48,5.638396295627176,turmeric
50,50,50,5.8,banana
49,49,56,6.278541279991394,banana
51,52,59,6.25672448886747,banana
50,50,50,5.8,sugarcane
53,56,51,5.381019820360061,sugarcane
47,57,57,5.70606801241144,sugarcane
50,50,50,5.8,tobacco
58,59,57,5.945775894735268,tobacco
54,41,55,6.093728353414231,tobacco
50,50,50,5.8,orange
56,58,42,6.178002678975265,orange
56,51,42,5.777644132862195,orange
50,50,50,5.8,papaya
50,49,44,6.002170477049963,papaya
58,47,43,5.410112269235254,papaya
50,50,50,5.8,pineapple
46,50,55,6.266059646337181,pineapple
40,52,48,5.364710643805919,pineapple
50,50,50,5.8,black_pepper
59,40,46,6.092640530894518,black_pepper
43,49,47,6.00319638441765,black_pepper
50,50,50,5.8,ginger
50,40,49,6.121132434781889,ginger
60,59,57,6.229777595513819,ginger
75,75,25,6.4,banana
80,81,25,6.318506520764681,banana
82,68,26,6.387667581821056,banana
75,75,25,6.4,black_pepper
67,66,16,6.589466582779491,black_pepper
77,67,19,6.1999356268106025,black_pepper
75,75,25,6.4,dry_chillies
85,73,15,6.655809706193598,dry_chillies
66,84,16,5.943194205156322,dry_chillies
75,75,25,6.4,ginger
70,67,21,6.76485536827537,ginger
78,69,23,5.9631976065369825,ginger
75,75,25,6.4,onion
75,84,33,6.20768472928752,onion
66,77,22,6.745960898372781,onion
75,75,25,6.4,potato
77,68,28,6.8340476165435655,potato
68,85,35,6.052093597404567,potato
75,75,25,6.4,sugarcane
84,76,22,6.163195681966673,sugarcane
84,65,32,6.6044290930891005,sugarcane
75,75,25,6.4,sweet_potato
76,78,33,6.800060257445525,sweet_potato
85,73,29,6.567728810629809,sweet_potato
75,75,25,6.4,tapioca
75,67,29,6.839703822748759,tapioca
80,69,30,6.736421382824238,tapioca
75,75,25,6.4,tobacco
71,70,21,6.331037973138844,tobacco
66,69,15,6.075796472807736,tobacco
75,75,25,6.4,turmeric
82,75,25,6.245108093008792,turmeric
79,81,15,6.8932938754356154,turmeric
25,75,75,6.6,arecanut
25,79,73,6.942037888562289,arecanut
33,81,81,6.812671167767324,arecanut
25,75,75,6.6,dry_chillies
28,83,77,6.629364083649804,dry_chillies
15,78,74,6.837616759902715,dry_chillies
25,75,75,6.6,niger_seed
26,70,76,6.701495236553855,niger_seed
32,65,74,7.08759342834769,niger_seed
25,75,75,6.6,onion
34,76,75,6.70364251310232,onion
24,76,79,6.1697858648274515,onion
25,75,75,6.6,potato
18,80,75,7.027250027480383,potato
24,68,82,6.80960220577561,potato
25,75,75,6.6,sesamum
15,66,84,6.760500133246765,sesamum
27,85,65,6.202985315487825,sesamum
25,75,75,6.6,sweet_potato
22,67,77,6.818956268402595,sweet_potato
24,66,84,6.512620953036139,sweet_potato
25,75,75,6.6,tapioca
23,79,68,6.308494843243718,tapioca
30,79,80,6.809164262594034,tapioca
25,75,75,6.6,turmeric
33,71,66,6.7402070647247365,turmeric
18,69,75,6.344447817372532,turmeric
25,75,75,6.6,banana
35,84,84,6.9106855326182215,banana
23,75,67,6.139668432213124,banana
25,75,75,6.6,sugarcane
20,79,73,6.8816267878536275,sugarcane
21,68,79,6.571200743499441,sugarcane
25,75,75,6.6,tobacco
27,70,79,6.942243091063655,tobacco
18,73,75,6.474980602588005,tobacco
25,75,75,6.6,orange
17,78,65,6.149203290780753,orange
21,78,78,6.696535937698501,orange
25,75,75,6.6,papaya
26,70,77,6.511247822856977,papaya
20,85,69,6.361859534772555,papaya
25,75,75,6.6,pineapple
30,80,67,6.689496282951384,pineapple
15,69,67,6.399211102346502,pineapple
25,75,75,6.6,black_pepper
17,81,80,7.022563344323885,black_pepper
20,65,65,6.461096948645748,black_pepper
25,75,75,6.6,ginger
35,79,66,7.012917282786683,ginger
29,83,70,6.533293036834778,ginger
50,25,75,6.5,arecanut
60,17,79,6.1059474932332325,arecanut
56,33,74,6.558733703632209,arecanut
50,25,75,6.5,dry_chillies
42,27,68,6.037298760216489,dry_chillies
45,29,68,6.271370772552803,dry_chillies
50,25,75,6.5,niger_seed
52,27,75,6.652680332164419,niger_seed
60,15,66,6.307188079460138,niger_seed
50,25,75,6.5,onion
50,23,69,6.512042500286075,onion
47,32,69,6.929099500805635,onion
50,25,75,6.5,potato
42,23,75,6.310578149227579,potato
55,32,78,6.328514965487667,potato
50,25,75,6.5,sesamum
47,21,69,6.362729104398358,sesamum
43,23,85,6.134520307511219,sesamum
50,25,75,6.5,sweet_potato
56,29,71,6.4757439389325215,sweet_potato
53,33,77,6.297774523583614,sweet_potato
50,25,75,6.5,tapioca
52,16,82,6.974363084429849,tapioca
50,28,65,6.224006225628412,tapioca
50,25,75,6.5,tobacco
41,22,68,6.545264648522103,tobacco
52,31,82,6.212236107512852,tobacco
50,25,75,6.5,turmeric
49,16,74,6.592221443486524,turmeric
60,20,66,6.765362835559412,turmeric
50,25,75,6.5,banana
59,28,82,6.385296179881266,banana
46,25,71,6.882097849902759,banana
50,25,75,6.5,sugarcane
56,27,82,6.456752090381361,sugarcane
46,35,74,6.382133851849589,sugarcane
50,25,75,6.5,orange
44,15,84,6.832244253289281,orange
60,18,80,6.392402258153587,orange
50,25,75,6.5,papaya
47,25,67,6.732966669317578,papaya
43,21,74,6.652367755386019,papaya
50,25,75,6.5,pineapple
53,28,79,6.92804271378731,pineapple
41,35,83,6.562345072721001,pineapple
50,25,75,6.5,black_pepper
49,31,69,6.134611122783556,black_pepper
50,22,68,6.824063597624522,black_pepper
50,25,75,6.5,ginger
50,34,73,6.621285835307383,ginger
45,22,72,6.567351128472201,ginger
75,50,50,5.1,banana
74,53,41,5.2245919424211476,banana
73,59,59,5.0542770197440605,banana
75,50,50,5.1,black_pepper
78,43,46,4.65460711837169,black_pepper
69,60,41,5.220880432788779,black_pepper
75,50,50,5.1,dry_chillies
72,60,46,5.101378937986737,dry_chillies
71,43,51,4.762897952371708,dry_chillies
75,50,50,5.1,ginger
80,51,52,5.002955088849832,ginger
75,44,59,5.398972893434424,ginger
75,50,50,5.1,onion
76,53,60,5.114832601284295,onion
85,49,55,5.265389651880574,onion
75,50,50,5.1,potato
65,53,42,4.718679588690138,potato
67,54,57,4.802093143559282,potato
75,50,50,5.1,sugarcane
82,49,48,5.558162874971491,sugarcane
67,43,55,4.981865096672858,sugarcane
75,50,50,5.1,sweet_potato
69,58,54,5.226974359727532,sweet_potato
67,60,52,5.2349177189098715,sweet_potato
75,50,50,5.1,tapioca
85,40,50,5.549438495134996,tapioca
78,44,59,5.293892085521654,tapioca
75,50,50,5.1,turmeric
65,49,42,5.0019792982873,turmeric
84,46,53,5.3215755214178095,turmeric
25,25,50,6.7,banana
30,29,46,6.605955205606525,banana
35,35,58,6.462793942470512,banana
25,25,50,6.7,dry_chillies
27,15,57,7.025358160987783,dry_chillies
25,29,41,6.640789954346925,dry_chillies
25,25,50,6.7,onion
19,25,60,6.718960766538611,onion
18,17,46,6.468899659348355,onion
25,25,50,6.7,potato
15,17,60,6.239278461291307,potato
27,35,41,6.910919891370233,potato
25,25,50,6.7,sugarcane
22,15,49,7.179630348708773,sugarcane
24,21,59,6.673840814027085,sugarcane
25,25,50,6.7,sweet_potato
33,27,43,6.9748520233108895,sweet_potato
20,18,52,6.581955005521646,sweet_potato
25,25,50,6.7,tapioca
32,20,54,6.6988076434239865,tapioca
33,19,53,6.75884449335482,tapioca
25,25,50,6.7,tobacco
18,28,47,7.033211552184497,tobacco
35,35,44,6.2578649543605085,tobacco
25,25,50,6.7,turmeric
19,25,44,6.221852320361585,turmeric
31,23,51,6.805525719732688,turmeric
25,25,50,6.7,arecanut
33,25,49,6.729242355405204,arecanut
20,20,51,6.682256832464767,arecanut
25,25,50,6.7,black_pepper
31,20,49,6.200329403504134,black_pepper
29,35,43,6.768537356951893,black_pepper
25,25,50,6.7,ginger
35,28,42,6.2754494647143835,ginger
33,20,40,6.495438742827635,ginger
50,75,50,6.5,arecanut
45,68,51,6.960170869946769,arecanut
45,66,40,6.5057101796523815,arecanut
50,75,50,6.5,dry_chillies
42,67,49,6.666795623986118,dry_chillies
43,80,53,6.572464265857556,dry_chillies
50,75,50,6.5,niger_seed
52,75,47,6.899341267328267,niger_seed
43,69,60,6.539898048918304,niger_seed
50,75,50,6.5,onion
49,81,58,6.733666693468766,onion
40,69,58,6.0232390231592365,onion
50,75,50,6.5,potato
44,68,47,6.133118007558647,potato
60,77,43,6.382661219058721,potato
50,75,50,6.5,sesamum
60,84,58,6.9579846771046645,sesamum
46,71,42,6.39321923143747,sesamum
50,75,50,6.5,sweet_potato
60,81,43,6.329771133538752,sweet_potato
40,72,60,6.789192553242605,sweet_potato
50,75,50,6.5,tapioca
57,84,45,6.313710332553436,tapioca
51,71,51,6.7779399496356785,tapioca
50,75,50,6.5,turmeric
58,82,49,6.995850697992907,turmeric
54,79,41,6.621296406891445,turmeric
50,75,50,6.5,banana
40,84,54,6.386209261178854,banana
54,75,60,6.3278683719889015,banana
50,75,50,6.5,sugarcane
40,70,51,6.609158891814337,sugarcane
59,73,52,6.0764324646104235,sugarcane
50,75,50,6.5,tobacco
40,73,45,6.5996280572494905,tobacco
41,84,54,6.741982424192028,tobacco
50,75,50,6.5,orange
60,78,55,6.770810566685776,orange
43,69,45,6.526711584808395,orange
50,75,50,6.5,papaya
57,83,53,6.215667164237883,papaya
54,78,45,6.899965069209084,papaya
50,75,50,6.5,pineapple
55,73,60,6.2732583676219305,pineapple
44,83,41,6.614173796984608,pineapple
50,75,50,6.5,black_pepper
57,67,55,6.625076715224378,black_pepper
49,69,43,6.927434788875076,black_pepper
50,75,50,6.5,ginger
55,67,46,6.992140415569599,ginger
54,67,49,6.3307079598574525,ginger
25,50,50,5.9,arecanut
27,44,51,6.299829854145653,arecanut
32,58,51,6.120168473568042,arecanut
25,50,50,5.9,dry_chillies
23,52,58,6.017732269917337,dry_chillies
