State,District,Year,Crop,Area_Hectare,Production_Tonnes,Yield_Tonnes_per_Hectare
Andhra Pradesh,Chittoor,2000.0,Sweet_potato,163.0,2203.0,13.52
Andhra Pradesh,Chittoor,2000.0,Tapioca,1.0,8.0,8.0
Andhra Pradesh,Chittoor,2000.0,Tobacco,14.0,13.0,0.93
Andhra Pradesh,Chittoor,2000.0,Turmeric,89.0,620.0,6.97
Andhra Pradesh,Chittoor,2001.0,Banana,1005.0,7156.0,7.12
Andhra Pradesh,Chittoor,2001.0,Cashewnut,126.0,34.0,0.27
Andhra Pradesh,Chittoor,2001.0,Coriander,51.0,18.0,0.35
Andhra Pradesh,Chittoor,2001.0,Potato,1024.0,9447.0,9.23
Andhra Pradesh,Chittoor,2001.0,Sugarcane,38789.0,3337250.0,86.04
Andhra Pradesh,Chittoor,2001.0,Sweet_potato,188.0,2495.0,13.27
Andhra Pradesh,Chittoor,2001.0,Tobacco,33.0,38.0,1.15
Andhra Pradesh,Chittoor,2001.0,Turmeric,69.0,341.0,4.94
Andhra Pradesh,Chittoor,2002.0,Banana,960.0,50841.0,52.96
Andhra Pradesh,Chittoor,2002.0,Bhindi,340.0,2533.0,7.45
Andhra Pradesh,Chittoor,2002.0,Brinjal,1784.0,18027.0,10.1
Andhra Pradesh,Chittoor,2002.0,Cabbage,4.0,0.0,0.0
Andhra Pradesh,Chittoor,2002.0,Cashewnut,121.0,15.0,0.12
Andhra Pradesh,Chittoor,2002.0,Citrus_Fruit,232.0,1172.0,5.05
Andhra Pradesh,Chittoor,2002.0,Coriander,86.0,24.0,0.28
Andhra Pradesh,Chittoor,2002.0,Cucumber,8.0,0.0,0.0
Andhra Pradesh,Chittoor,2002.0,Grapes,36.0,673.0,18.69
Andhra Pradesh,Chittoor,2002.0,Mango,47834.0,335015.0,7.0
Andhra Pradesh,Chittoor,2002.0,Orange,4.0,39.0,9.75
Andhra Pradesh,Chittoor,2002.0,Other_Fresh_Fruits,114.0,153.0,1.34
Andhra Pradesh,Chittoor,2002.0,Other_Vegetables,918.0,0.0,0.0
Andhra Pradesh,Chittoor,2002.0,Papaya,39.0,5087.0,130.44
Andhra Pradesh,Chittoor,2002.0,Peas_vegetable,1.0,0.0,0.0
Andhra Pradesh,Chittoor,2002.0,Pome_Fruit,66.0,3411.0,51.68
Andhra Pradesh,Chittoor,2002.0,Potato,1126.0,9776.0,8.68
Andhra Pradesh,Chittoor,2002.0,Sugarcane,39436.0,2684685.0,68.08
Andhra Pradesh,Chittoor,2002.0,Sweet_potato,160.0,1739.0,10.87
Andhra Pradesh,Chittoor,2002.0,Tobacco,66.0,107.0,1.62
Andhra Pradesh,Chittoor,2002.0,Tomato,16838.0,139087.0,8.26
Andhra Pradesh,Chittoor,2002.0,Turmeric,76.0,247.0,3.25
Andhra Pradesh,Chittoor,2003.0,Banana,587.0,21222.0,36.15
Andhra Pradesh,Chittoor,2003.0,Bhindi,382.0,3041.0,7.96
Andhra Pradesh,Chittoor,2003.0,Brinjal,1664.0,18271.0,10.98
Andhra Pradesh,Chittoor,2003.0,Cabbage,73.0,0.0,0.0
Andhra Pradesh,Chittoor,2003.0,Cashewnut,124.0,33.0,0.27
Andhra Pradesh,Chittoor,2003.0,Citrus_Fruit,221.0,3750.0,16.97
Andhra Pradesh,Chittoor,2003.0,Coriander,119.0,31.0,0.26
Andhra Pradesh,Chittoor,2003.0,Cucumber,1.0,0.0,0.0
Andhra Pradesh,Chittoor,2003.0,Grapes,32.0,555.0,17.34
Andhra Pradesh,Chittoor,2003.0,Mango,48572.0,234579.0,4.83
Andhra Pradesh,Chittoor,2003.0,Orange,6.0,96.0,16.0
Andhra Pradesh,Chittoor,2003.0,Other_Fresh_Fruits,459.0,149.0,0.32
Andhra Pradesh,Chittoor,2003.0,Other_Vegetables,686.0,0.0,0.0
Andhra Pradesh,Chittoor,2003.0,Papaya,17.0,1544.0,90.82
Andhra Pradesh,Chittoor,2003.0,Pome_Fruit,69.0,3933.0,57.0
Andhra Pradesh,Chittoor,2003.0,Potato,1291.0,12045.0,9.33
Andhra Pradesh,Chittoor,2003.0,Sugarcane,26845.0,1881888.0,70.1
Andhra Pradesh,Chittoor,2003.0,Sweet_potato,177.0,1280.0,7.23
Andhra Pradesh,Chittoor,2003.0,Tobacco,2.0,3.0,1.5
Andhra Pradesh,Chittoor,2003.0,Tomato,19636.0,180151.0,9.17
Andhra Pradesh,Chittoor,2003.0,Turmeric,60.0,417.0,6.95
Andhra Pradesh,Chittoor,2004.0,Banana,586.0,30560.0,52.15
Andhra Pradesh,Chittoor,2004.0,Cashewnut,119.0,25.0,0.21
Andhra Pradesh,Chittoor,2004.0,Coriander,125.0,30.0,0.24
Andhra Pradesh,Chittoor,2004.0,Potato,1892.0,18727.0,9.9
Andhra Pradesh,Chittoor,2004.0,Sugarcane,21928.0,1865393.0,85.07
Andhra Pradesh,Chittoor,2004.0,Sweet_potato,211.0,434.0,2.06
Andhra Pradesh,Chittoor,2004.0,Tobacco,4.0,4.0,1.0
Andhra Pradesh,Chittoor,2004.0,Turmeric,88.0,794.0,9.02
Andhra Pradesh,Chittoor,2005.0,Banana,468.0,25070.0,53.57
Andhra Pradesh,Chittoor,2005.0,Cashewnut,119.0,32.0,0.27
Andhra Pradesh,Chittoor,2005.0,Coriander,110.0,49.0,0.45
Andhra Pradesh,Chittoor,2005.0,Potato,1312.0,12841.0,9.79
Andhra Pradesh,Chittoor,2005.0,Sugarcane,22453.0,1972429.0,87.85
Andhra Pradesh,Chittoor,2005.0,Sunflower,2445.0,1436.0,0.59
Andhra Pradesh,Chittoor,2005.0,Sweet_potato,249.0,1102.0,4.43
Andhra Pradesh,Chittoor,2005.0,Tobacco,7.0,7.0,1.0
Andhra Pradesh,Chittoor,2005.0,Turmeric,52.0,394.0,7.58
Andhra Pradesh,Chittoor,2006.0,Banana,556.0,27205.0,48.93
Andhra Pradesh,Chittoor,2006.0,Cashewnut,117.0,31.0,0.26
Andhra Pradesh,Chittoor,2006.0,Coriander,155.0,52.0,0.34
Andhra Pradesh,Chittoor,2006.0,Potato,1429.0,12086.0,8.46
Andhra Pradesh,Chittoor,2006.0,Sugarcane,37965.0,3496956.0,92.11
Andhra Pradesh,Chittoor,2006.0,Sunflower,5492.0,3852.0,0.7
Andhra Pradesh,Chittoor,2006.0,Sweet_potato,246.0,1351.0,5.49
Andhra Pradesh,Chittoor,2006.0,Tobacco,114.0,134.0,1.18
Andhra Pradesh,Chittoor,2006.0,Turmeric,81.0,635.0,7.84
Andhra Pradesh,Chittoor,2007.0,Sugarcane,30000.0,2819000.0,93.97
Andhra Pradesh,Chittoor,2008.0,Banana,708.0,22390.0,31.62
Andhra Pradesh,Chittoor,2008.0,Cashewnut,90.0,26.0,0.29
Andhra Pradesh,Chittoor,2008.0,Coriander,102.0,42.0,0.41
Andhra Pradesh,Chittoor,2008.0,Potato,1374.0,12392.0,9.02
Andhra Pradesh,Chittoor,2008.0,Sugarcane,26916.0,2263880.0,84.11
Andhra Pradesh,Chittoor,2008.0,Sunflower,3183.0,2015.0,0.63
Andhra Pradesh,Chittoor,2008.0,Sweet_potato,110.0,628.0,5.71
Andhra Pradesh,Chittoor,2008.0,Tapioca,3.0,37.0,12.33
Andhra Pradesh,Chittoor,2008.0,Tobacco,225.0,359.0,1.6
Andhra Pradesh,Chittoor,2008.0,Turmeric,64.0,646.0,10.09
Andhra Pradesh,Chittoor,2009.0,Banana,769.0,40826.0,53.09
Andhra Pradesh,Chittoor,2009.0,Cashewnut,98.0,29.0,0.3
Andhra Pradesh,Chittoor,2009.0,Coriander,125.0,64.0,0.51
Andhra Pradesh,Chittoor,2009.0,Potato,1402.0,12099.0,8.63
Andhra Pradesh,Chittoor,2009.0,Sugarcane,27193.0,2261081.0,83.15
Andhra Pradesh,Chittoor,2009.0,Sunflower,3280.0,2647.0,0.81
Andhra Pradesh,Chittoor,2009.0,Sweet_potato,226.0,1332.0,5.89
Andhra Pradesh,Chittoor,2009.0,Tapioca,10.0,131.0,13.1
Andhra Pradesh,Chittoor,2009.0,Tobacco,301.0,508.0,1.69
Andhra Pradesh,Chittoor,2009.0,Turmeric,32.0,387.0,12.09
Andhra Pradesh,Chittoor,2010.0,Banana,923.0,46782.0,50.68
Andhra Pradesh,Chittoor,2010.0,Cashewnut,100.0,24.0,0.24
Andhra Pradesh,Chittoor,2010.0,Coriander,113.0,77.0,0.68
Andhra Pradesh,Chittoor,2010.0,Potato,1138.0,10817.0,9.51
Andhra Pradesh,Chittoor,2010.0,Sugarcane,27719.0,2311342.0,83.38
Andhra Pradesh,Chittoor,2010.0,Sunflower,1048.0,578.0,0.55
Andhra Pradesh,Chittoor,2010.0,Sweet_potato,239.0,3062.0,12.81
Andhra Pradesh,Chittoor,2010.0,Tapioca,15.0,99.0,6.6
Andhra Pradesh,Chittoor,2010.0,Tobacco,130.0,229.0,1.76
Andhra Pradesh,Chittoor,2010.0,Turmeric,47.0,369.0,7.85
Andhra Pradesh,Chittoor,2011.0,Banana,886.0,55948.0,63.15
Andhra Pradesh,Chittoor,2011.0,Cashewnut,76.0,19.0,0.25
Andhra Pradesh,Chittoor,2011.0,Coriander,74.0,43.0,0.58
Andhra Pradesh,Chittoor,2011.0,Potato,1151.0,15206.0,13.21
Andhra Pradesh,Chittoor,2011.0,Sugarcane,28405.0,2577106.0,90.73
Andhra Pradesh,Chittoor,2011.0,Sunflower,1342.0,927.0,0.69
Andhra Pradesh,Chittoor,2011.0,Sweet_potato,288.0,3490.0,12.12
Andhra Pradesh,Chittoor,2011.0,Tapioca,10.0,100.0,10.0
Andhra Pradesh,Chittoor,2011.0,Tobacco,51.0,82.0,1.61
Andhra Pradesh,Chittoor,2011.0,Turmeric,31.0,255.0,8.23
Andhra Pradesh,Chittoor,2012.0,Sugarcane,28000.0,2492000.0,89.0
Andhra Pradesh,Chittoor,2013.0,Banana,910.0,50203.0,55.17
Andhra Pradesh,Chittoor,2013.0,Sugarcane,28152.0,2562925.0,91.04
Andhra Pradesh,Chittoor,2014.0,Banana,911.0,49174.0,53.98
Andhra Pradesh,Chittoor,2014.0,Sugarcane,26147.0,2066986.0,79.05
Andhra Pradesh,Chittoor,2015.0,Banana,839.0,54301.0,64.72
Andhra Pradesh,Chittoor,2015.0,Sugarcane,20831.0,1682300.0,80.76
Andhra Pradesh,Chittoor,2016.0,Banana,720.0,50139.0,69.64
Andhra Pradesh,Chittoor,2016.0,Sugarcane,18214.0,1599699.0,87.83
Andhra Pradesh,Chittoor,2017.0,Banana,684.0,136380.0,199.39
Andhra Pradesh,Chittoor,2017.0,Sugarcane,18177.0,1737420.0,95.58
Andhra Pradesh,Chittoor,2018.0,Banana,568.0,143040.0,251.83
Andhra Pradesh,Chittoor,2019.0,Banana,2384.0,143040.0,60.0
Andhra Pradesh,East godavari,1998.0,Sugarcane,16400.0,1254900.0,76.52
Andhra Pradesh,East godavari,1998.0,Tobacco,7000.0,15900.0,2.27
Andhra Pradesh,East godavari,1999.0,Dry_chillies,1825.0,3246.0,1.78
Andhra Pradesh,East godavari,1999.0,Onion,252.0,4118.0,16.34
Andhra Pradesh,East godavari,1999.0,Sugarcane,15657.0,1425465.0,91.04
Andhra Pradesh,East godavari,1999.0,Tobacco,8877.0,10182.0,1.15
Andhra Pradesh,East godavari,2000.0,Arecanut,6.0,17.0,2.83
Andhra Pradesh,East godavari,2000.0,Banana,11043.0,124386.0,11.26
Andhra Pradesh,East godavari,2000.0,Cashewnut,33588.0,4608.0,0.14
Andhra Pradesh,East godavari,2000.0,Coriander,121.0,90.0,0.74
Andhra Pradesh,East godavari,2000.0,Sugarcane,14772.0,1313615.0,88.93
Andhra Pradesh,East godavari,2000.0,Sweet_potato,60.0,811.0,13.52
Andhra Pradesh,East godavari,2000.0,Tapioca,20435.0,159148.0,7.79
Andhra Pradesh,East godavari,2000.0,Tobacco,5654.0,9185.0,1.62
Andhra Pradesh,East godavari,2000.0,Turmeric,282.0,1266.0,4.49
Andhra Pradesh,East godavari,2001.0,Arecanut,7.0,12.0,1.71
Andhra Pradesh,East godavari,2001.0,Banana,10258.0,122822.0,11.97
Andhra Pradesh,East godavari,2001.0,Cashewnut,34634.0,5151.0,0.15
Andhra Pradesh,East godavari,2001.0,Coriander,32.0,25.0,0.78
Andhra Pradesh,East godavari,2001.0,Sugarcane,14255.0,1282665.0,89.98
Andhra Pradesh,East godavari,2001.0,Sweet_potato,60.0,797.0,13.28
Andhra Pradesh,East godavari,2001.0,Tapioca,16781.0,140038.0,8.35
Andhra Pradesh,East godavari,2001.0,Tobacco,9071.0,14429.0,1.59
Andhra Pradesh,East godavari,2001.0,Turmeric,239.0,1033.0,4.32
Andhra Pradesh,East godavari,2002.0,Arecanut,7.0,10.0,1.43
Andhra Pradesh,East godavari,2002.0,Banana,7949.0,116270.0,14.63
Andhra Pradesh,East godavari,2002.0,Bhindi,717.0,13947.0,19.45
Andhra Pradesh,East godavari,2002.0,Bottle_Gourd,44.0,0.0,0.0
Andhra Pradesh,East godavari,2002.0,Brinjal,1889.0,21378.0,11.32
Andhra Pradesh,East godavari,2002.0,Cabbage,116.0,0.0,0.0
Andhra Pradesh,East godavari,2002.0,Cashewnut,34227.0,975.0,0.03
Andhra Pradesh,East godavari,2002.0,Citrus_Fruit,852.0,3785.0,4.44
Andhra Pradesh,East godavari,2002.0,Coriander,30.0,17.0,0.57
Andhra Pradesh,East godavari,2002.0,Cucumber,35.0,0.0,0.0
Andhra Pradesh,East godavari,2002.0,Mango,18957.0,92583.0,4.88
Andhra Pradesh,East godavari,2002.0,Orange,975.0,17315.0,17.76
Andhra Pradesh,East godavari,2002.0,Other_Fresh_Fruits,224.0,962.0,4.29
Andhra Pradesh,East godavari,2002.0,Other_Vegetables,3142.0,0.0,0.0
Andhra Pradesh,East godavari,2002.0,Papaya,11.0,1435.0,130.45
Andhra Pradesh,East godavari,2002.0,Pome_Fruit,391.0,5887.0,15.06
Andhra Pradesh,East godavari,2002.0,Sugarcane,15425.0,1269570.0,82.31
Andhra Pradesh,East godavari,2002.0,Sweet_potato,75.0,810.0,10.8
Andhra Pradesh,East godavari,2002.0,Tapioca,12264.0,74651.0,6.09
Andhra Pradesh,East godavari,2002.0,Tobacco,4577.0,12632.0,2.76
Andhra Pradesh,East godavari,2002.0,Tomato,681.0,4557.0,6.69
Andhra Pradesh,East godavari,2002.0,Turmeric,265.0,1421.0,5.36
Andhra Pradesh,East godavari,2003.0,Arecanut,6.0,4.0,0.67
Andhra Pradesh,East godavari,2003.0,Banana,9547.0,67488.0,7.07
Andhra Pradesh,East godavari,2003.0,Bhindi,1060.0,11486.0,10.84
Andhra Pradesh,East godavari,2003.0,Bottle_Gourd,116.0,0.0,0.0
Andhra Pradesh,East godavari,2003.0,Brinjal,2783.0,66647.0,23.95
Andhra Pradesh,East godavari,2003.0,Cabbage,99.0,0.0,0.0
Andhra Pradesh,East godavari,2003.0,Cashewnut,34019.0,3304.0,0.1
Andhra Pradesh,East godavari,2003.0,Citrus_Fruit,896.0,4738.0,5.29
Andhra Pradesh,East godavari,2003.0,Coriander,51.0,39.0,0.76
Andhra Pradesh,East godavari,2003.0,Cucumber,32.0,0.0,0.0
Andhra Pradesh,East godavari,2003.0,Mango,19181.0,47363.0,2.47
Andhra Pradesh,East godavari,2003.0,Orange,1015.0,15401.0,15.17
Andhra Pradesh,East godavari,2003.0,Other_Fresh_Fruits,257.0,1106.0,4.3
Andhra Pradesh,East godavari,2003.0,Other_Vegetables,3205.0,0.0,0.0
Andhra Pradesh,East godavari,2003.0,Papaya,31.0,2815.0,90.81
Andhra Pradesh,East godavari,2003.0,Pome_Fruit,361.0,4373.0,12.11
Andhra Pradesh,East godavari,2003.0,Sugarcane,16285.0,1397774.0,85.83
Andhra Pradesh,East godavari,2003.0,Sweet_potato,53.0,383.0,7.23
Andhra Pradesh,East godavari,2003.0,Tapioca,18768.0,117826.0,6.28
Andhra Pradesh,East godavari,2003.0,Tobacco,6672.0,20151.0,3.02
Andhra Pradesh,East godavari,2003.0,Tomato,738.0,7088.0,9.6
Andhra Pradesh,East godavari,2003.0,Turmeric,222.0,1370.0,6.17
Andhra Pradesh,East godavari,2004.0,Banana,10324.0,96684.0,9.36
Andhra Pradesh,East godavari,2004.0,Cashewnut,33657.0,2902.0,0.09
Andhra Pradesh,East godavari,2004.0,Coriander,22.0,14.0,0.64
Andhra Pradesh,East godavari,2004.0,Sugarcane,15965.0,1356801.0,84.99
Andhra Pradesh,East godavari,2004.0,Sweet_potato,60.0,549.0,9.15
Andhra Pradesh,East godavari,2004.0,Tapioca,19300.0,142087.0,7.36
Andhra Pradesh,East godavari,2004.0,Tobacco,4881.0,6777.0,1.39
Andhra Pradesh,East godavari,2004.0,Turmeric,416.0,3363.0,8.08
Andhra Pradesh,East godavari,2005.0,Arecanut,6.0,5.0,0.83
Andhra Pradesh,East godavari,2005.0,Banana,15432.0,215971.0,14.0
Andhra Pradesh,East godavari,2005.0,Cashewnut,33257.0,5280.0,0.16
Andhra Pradesh,East godavari,2005.0,Coriander,15.0,11.0,0.73
Andhra Pradesh,East godavari,2005.0,Ginger,7.0,19.0,2.71
Andhra Pradesh,East godavari,2005.0,Sugarcane,18422.0,1465857.0,79.57
Andhra Pradesh,East godavari,2005.0,Sunflower,573.0,622.0,1.09
Andhra Pradesh,East godavari,2005.0,Sweet_potato,53.0,514.0,9.7
Andhra Pradesh,East godavari,2005.0,Tapioca,14660.0,122382.0,8.35
Andhra Pradesh,East godavari,2005.0,Tobacco,7970.0,14449.0,1.81
Andhra Pradesh,East godavari,2005.0,Turmeric,410.0,2571.0,6.27
Andhra Pradesh,East godavari,2006.0,Arecanut,19.0,13.0,0.68
Andhra Pradesh,East godavari,2006.0,Banana,16772.0,295690.0,17.63
Andhra Pradesh,East godavari,2006.0,Cashewnut,31774.0,7660.0,0.24
Andhra Pradesh,East godavari,2006.0,Coriander,38.0,21.0,0.55
Andhra Pradesh,East godavari,2006.0,Ginger,7.0,20.0,2.86
Andhra Pradesh,East godavari,2006.0,Sugarcane,18911.0,1683779.0,89.04
Andhra Pradesh,East godavari,2006.0,Sunflower,348.0,268.0,0.77
Andhra Pradesh,East godavari,2006.0,Sweet_potato,48.0,517.0,10.77
Andhra Pradesh,East godavari,2006.0,Tapioca,19176.0,205260.0,10.7
Andhra Pradesh,East godavari,2006.0,Tobacco,7116.0,13194.0,1.85
Andhra Pradesh,East godavari,2006.0,Turmeric,289.0,1699.0,5.88
Andhra Pradesh,East godavari,2007.0,Sugarcane,17000.0,1488000.0,87.53
Andhra Pradesh,East godavari,2007.0,Tobacco,7000.0,7000.0,1.0
Andhra Pradesh,East godavari,2008.0,Arecanut,20.0,19.0,0.95
Andhra Pradesh,East godavari,2008.0,Banana,15363.0,291774.0,18.99
Andhra Pradesh,East godavari,2008.0,Cashewnut,33248.0,6982.0,0.21
Andhra Pradesh,East godavari,2008.0,Ginger,8.0,25.0,3.13
Andhra Pradesh,East godavari,2008.0,Sugarcane,13592.0,1159182.0,85.28
Andhra Pradesh,East godavari,2008.0,Sunflower,326.0,330.0,1.01
Andhra Pradesh,East godavari,2008.0,Sweet_potato,83.0,1129.0,13.6
Andhra Pradesh,East godavari,2008.0,Tapioca,16210.0,205202.0,12.66
Andhra Pradesh,East godavari,2008.0,Tobacco,8227.0,32814.0,3.99
Andhra Pradesh,East godavari,2008.0,Turmeric,267.0,1835.0,6.87
Andhra Pradesh,East godavari,2009.0,Arecanut,20.0,19.0,0.95
Andhra Pradesh,East godavari,2009.0,Banana,16159.0,354092.0,21.91
Andhra Pradesh,East godavari,2009.0,Cashewnut,33459.0,9737.0,0.29
Andhra Pradesh,East godavari,2009.0,Coriander,8.0,8.0,1.0
Andhra Pradesh,East godavari,2009.0,Sugarcane,10879.0,1017609.0,93.54
Andhra Pradesh,East godavari,2009.0,Sunflower,1435.0,1399.0,0.97
Andhra Pradesh,East godavari,2009.0,Sweet_potato,60.0,771.0,12.85
Andhra Pradesh,East godavari,2009.0,Tapioca,10765.0,144412.0,13.41
Andhra Pradesh,East godavari,2009.0,Tobacco,8990.0,18802.0,2.09
Andhra Pradesh,East godavari,2009.0,Turmeric,165.0,1029.0,6.24
Andhra Pradesh,East godavari,2010.0,Banana,14357.0,392291.0,27.32
Andhra Pradesh,East godavari,2010.0,Cashewnut,34581.0,6120.0,0.18
Andhra Pradesh,East godavari,2010.0,Sugarcane,13051.0,1086471.0,83.25
Andhra Pradesh,East godavari,2010.0,Sunflower,359.0,446.0,1.24
Andhra Pradesh,East godavari,2010.0,Sweet_potato,49.0,627.0,12.8
Andhra Pradesh,East godavari,2010.0,Tapioca,12391.0,82090.0,6.62
Andhra Pradesh,East godavari,2010.0,Tobacco,4804.0,11761.0,2.45
Andhra Pradesh,East godavari,2010.0,Turmeric,339.0,2070.0,6.11
Andhra Pradesh,East godavari,2011.0,Arecanut,20.0,8.0,0.4
Andhra Pradesh,East godavari,2011.0,Banana,13620.0,302514.0,22.21
Andhra Pradesh,East godavari,2011.0,Cashewnut,33233.0,6329.0,0.19
Andhra Pradesh,East godavari,2011.0,Sugarcane,12618.0,1069560.0,84.76
Andhra Pradesh,East godavari,2011.0,Sunflower,344.0,365.0,1.06
Andhra Pradesh,East godavari,2011.0,Sweet_potato,35.0,450.0,12.86
Andhra Pradesh,East godavari,2011.0,Tapioca,12439.0,124228.0,9.99
Andhra Pradesh,East godavari,2011.0,Tobacco,4538.0,12728.0,2.8
Andhra Pradesh,East godavari,2011.0,Turmeric,296.0,2222.0,7.51
Andhra Pradesh,East godavari,2012.0,Sugarcane,14000.0,1111000.0,79.36
Andhra Pradesh,East godavari,2012.0,Tobacco,5000.0,15000.0,3.0
Andhra Pradesh,East godavari,2013.0,Banana,12427.0,153871.0,12.38
Andhra Pradesh,East godavari,2013.0,Sannhamp,175.0,,0.0
Andhra Pradesh,East godavari,2013.0,Sugarcane,13857.0,1165341.0,84.1
Andhra Pradesh,East godavari,2014.0,Banana,13400.0,234889.0,17.53
Andhra Pradesh,East godavari,2014.0,Sugarcane,12405.0,1056420.0,85.16
Andhra Pradesh,East godavari,2015.0,Banana,13280.0,305918.0,23.04
Andhra Pradesh,East godavari,2015.0,Sugarcane,11647.0,1037710.0,89.1
Andhra Pradesh,East godavari,2016.0,Banana,12961.0,267930.0,20.67
Andhra Pradesh,East godavari,2016.0,Sugarcane,10515.0,943395.0,89.72
Andhra Pradesh,East godavari,2017.0,Banana,12129.0,933319.0,76.95
Andhra Pradesh,East godavari,2017.0,Sugarcane,10320.0,912540.0,88.42
Andhra Pradesh,East godavari,2018.0,Banana,11844.0,958380.0,80.92
Andhra Pradesh,East godavari,2019.0,Banana,15769.0,946140.0,60.0
Andhra Pradesh,East godavari,2022.0,Black_pepper,6.0,3.0,0.5
Andhra Pradesh,Eluru,2022.0,Black_pepper,90.0,10.0,0.11
Andhra Pradesh,Guntur,1998.0,Sugarcane,2100.0,150300.0,71.57
Andhra Pradesh,Guntur,1998.0,Tobacco,9900.0,13600.0,1.37
Andhra Pradesh,Guntur,1999.0,Dry_chillies,59256.0,111260.0,1.88
Andhra Pradesh,Guntur,1999.0,Onion,1593.0,23110.0,14.51
Andhra Pradesh,Guntur,1999.0,Sugarcane,2229.0,182780.0,82.0
Andhra Pradesh,Guntur,1999.0,Tobacco,8534.0,16308.0,1.91
Andhra Pradesh,Guntur,2000.0,Banana,7612.0,141059.0,18.53
Andhra Pradesh,Guntur,2000.0,Cashewnut,97.0,21.0,0.22
Andhra Pradesh,Guntur,2000.0,Coriander,35.0,26.0,0.74
Andhra Pradesh,Guntur,2000.0,Sugarcane,1696.0,135426.0,79.85
Andhra Pradesh,Guntur,2000.0,Sweet_potato,90.0,2543.0,28.26
Andhra Pradesh,Guntur,2000.0,Tobacco,2345.0,,0.0
Andhra Pradesh,Guntur,2000.0,Turmeric,4902.0,25647.0,5.23
Andhra Pradesh,Guntur,2001.0,Banana,7967.0,204939.0,25.72
Andhra Pradesh,Guntur,2001.0,Cashewnut,150.0,41.0,0.27
Andhra Pradesh,Guntur,2001.0,Coriander,115.0,89.0,0.77
Andhra Pradesh,Guntur,2001.0,Sugarcane,1700.0,139080.0,81.81
Andhra Pradesh,Guntur,2001.0,Sweet_potato,55.0,1544.0,28.07
Andhra Pradesh,Guntur,2001.0,Tobacco,2857.0,4480.0,1.57
Andhra Pradesh,Guntur,2001.0,Turmeric,4266.0,22964.0,5.38
Andhra Pradesh,Guntur,2002.0,Banana,6720.0,151697.0,22.57
Andhra Pradesh,Guntur,2002.0,Bhindi,1644.0,10018.0,6.09
Andhra Pradesh,Guntur,2002.0,Bottle_Gourd,316.0,0.0,0.0
Andhra Pradesh,Guntur,2002.0,Brinjal,1169.0,23076.0,19.74
Andhra Pradesh,Guntur,2002.0,Cabbage,162.0,0.0,0.0
Andhra Pradesh,Guntur,2002.0,Cashewnut,150.0,19.0,0.13
Andhra Pradesh,Guntur,2002.0,Citrus_Fruit,2007.0,8914.0,4.44
Andhra Pradesh,Guntur,2002.0,Coriander,64.0,35.0,0.55
Andhra Pradesh,Guntur,2002.0,Cucumber,1555.0,0.0,0.0
Andhra Pradesh,Guntur,2002.0,Mango,984.0,10186.0,10.35
Andhra Pradesh,Guntur,2002.0,Orange,288.0,5124.0,17.79
Andhra Pradesh,Guntur,2002.0,Other_Fresh_Fruits,1359.0,6100.0,4.49
Andhra Pradesh,Guntur,2002.0,Other_Vegetables,5007.0,0.0,0.0
Andhra Pradesh,Guntur,2002.0,Papaya,87.0,11349.0,130.45
Andhra Pradesh,Guntur,2002.0,Pome_Fruit,307.0,2323.0,7.57
Andhra Pradesh,Guntur,2002.0,Sugarcane,1738.0,114932.0,66.13
Andhra Pradesh,Guntur,2002.0,Sweet_potato,58.0,1635.0,28.19
Andhra Pradesh,Guntur,2002.0,Tobacco,2592.0,2803.0,1.08
Andhra Pradesh,Guntur,2002.0,Tomato,1067.0,7291.0,6.83
Andhra Pradesh,Guntur,2002.0,Turmeric,4625.0,29669.0,6.41
Andhra Pradesh,Guntur,2003.0,Banana,5681.0,42238.0,7.43
Andhra Pradesh,Guntur,2003.0,Bhindi,2308.0,14402.0,6.24
Andhra Pradesh,Guntur,2003.0,Bottle_Gourd,234.0,0.0,0.0
Andhra Pradesh,Guntur,2003.0,Brinjal,1231.0,17657.0,14.34
Andhra Pradesh,Guntur,2003.0,Cabbage,283.0,0.0,0.0
Andhra Pradesh,Guntur,2003.0,Cashewnut,150.0,40.0,0.27
Andhra Pradesh,Guntur,2003.0,Citrus_Fruit,2020.0,10680.0,5.29
Andhra Pradesh,Guntur,2003.0,Coriander,195.0,148.0,0.76
Andhra Pradesh,Guntur,2003.0,Cucumber,1888.0,0.0,0.0
Andhra Pradesh,Guntur,2003.0,Mango,913.0,2552.0,2.8
Andhra Pradesh,Guntur,2003.0,Orange,959.0,14549.0,15.17
Andhra Pradesh,Guntur,2003.0,Other_Fresh_Fruits,1350.0,6537.0,4.84
Andhra Pradesh,Guntur,2003.0,Other_Vegetables,5430.0,0.0,0.0
Andhra Pradesh,Guntur,2003.0,Papaya,88.0,7991.0,90.81
Andhra Pradesh,Guntur,2003.0,Pome_Fruit,285.0,2476.0,8.69
Andhra Pradesh,Guntur,2003.0,Sugarcane,1547.0,110569.0,71.47
Andhra Pradesh,Guntur,2003.0,Sweet_potato,33.0,239.0,7.24
Andhra Pradesh,Guntur,2003.0,Tobacco,3181.0,7965.0,2.5
Andhra Pradesh,Guntur,2003.0,Tomato,1478.0,14161.0,9.58
Andhra Pradesh,Guntur,2003.0,Turmeric,4289.0,30649.0,7.15
Andhra Pradesh,Guntur,2004.0,Banana,6340.0,180798.0,28.52
