crop,soil_type,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,npk_ratio,primary_fertilizer,primary_fertilizer_kg_per_hectare,organic_manure,organic_manure_kg_per_hectare,secondary_nutrients,micronutrients,application_timing,total_cost_per_hectare,expected_yield_increase_percent,season,recommendation_source
little_millet,alluvial,125,47,58,125-47-58,MOP,96,Vermicompost,11000,"S: 14, Ca: 86, Mg: 27","Zn: 5, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50613,21,kharif,Agricultural University Guidelines
little_millet,black_cotton,112,56,63,112-56-63,Urea,243,Compost,12000,"S: 19, Ca: 114, Mg: 29","Zn: 7, Fe: 8, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48234,29,kharif,Agricultural University Guidelines
little_millet,red_yellow,150,61,69,150-61-69,SSP,381,Neem Cake,14000,"S: 15, Ca: 143, Mg: 28","Zn: 5, Fe: 13, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59136,27,both,Agricultural University Guidelines
little_millet,laterite,162,65,63,162-65-63,CAN,623,Neem Cake,15000,"S: 18, Ca: 125, Mg: 21","Zn: 3, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55763,31,perennial,Agricultural University Guidelines
little_millet,desert,137,47,52,137-47-52,Urea,297,Poultry Manure,16000,"S: 14, Ca: 145, Mg: 26","Zn: 4, Fe: 13, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,75996,27,perennial,Agricultural University Guidelines
little_millet,mountain,150,51,58,150-51-58,CAN,576,FYM,13000,"S: 11, Ca: 124, Mg: 14","Zn: 4, Fe: 13, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52366,21,kharif,Agricultural University Guidelines
little_millet,coastal,137,47,75,137-47-75,NPK 20-20-20,685,Neem Cake,13000,"S: 10, Ca: 102, Mg: 15","Zn: 5, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47501,29,rabi,Agricultural University Guidelines
little_millet,hill,137,51,58,137-51-58,CAN,526,Compost,13000,"S: 22, Ca: 57, Mg: 14","Zn: 4, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,72034,15,kharif,Agricultural University Guidelines
little_millet,forest,125,56,58,125-56-58,DAP,694,Poultry Manure,8000,"S: 19, Ca: 119, Mg: 25","Zn: 5, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,57027,34,perennial,Agricultural University Guidelines
kodo_millet,alluvial,115,76,58,115-76-58,MOP,96,Neem Cake,10000,"S: 17, Ca: 82, Mg: 17","Zn: 6, Fe: 9, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51439,21,rabi,Agricultural University Guidelines
kodo_millet,black_cotton,103,91,63,103-91-63,CAN,396,Vermicompost,11000,"S: 12, Ca: 51, Mg: 28","Zn: 7, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38839,20,kharif,Agricultural University Guidelines
kodo_millet,red_yellow,138,98,69,138-98-69,NPK 19-19-19,726,Poultry Manure,13000,"S: 10, Ca: 91, Mg: 22","Zn: 5, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,82119,35,kharif,Agricultural University Guidelines
kodo_millet,laterite,149,106,63,149-106-63,MOP,105,FYM,14000,"S: 23, Ca: 115, Mg: 13","Zn: 5, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50639,21,rabi,Agricultural University Guidelines
kodo_millet,desert,126,76,52,126-76-52,SSP,475,Neem Cake,15000,"S: 13, Ca: 112, Mg: 26","Zn: 4, Fe: 13, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39240,36,perennial,Agricultural University Guidelines
kodo_millet,mountain,138,83,58,138-83-58,MOP,96,FYM,12000,"S: 12, Ca: 98, Mg: 27","Zn: 5, Fe: 10, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,30724,36,both,Agricultural University Guidelines
kodo_millet,coastal,126,76,75,126-76-75,NPK 20-20-20,630,Vermicompost,12000,"S: 21, Ca: 110, Mg: 11","Zn: 3, Fe: 11, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46555,28,kharif,Agricultural University Guidelines
kodo_millet,hill,126,83,58,126-83-58,Urea,273,Poultry Manure,12000,"S: 16, Ca: 95, Mg: 20","Zn: 3, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62252,30,perennial,Agricultural University Guidelines
kodo_millet,forest,115,91,58,115-91-58,NPK 19-19-19,605,Poultry Manure,8000,"S: 20, Ca: 122, Mg: 27","Zn: 7, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51724,39,perennial,Agricultural University Guidelines
oats,alluvial,87,63,44,87-63-44,NPK 20-20-20,435,FYM,11000,"S: 21, Ca: 95, Mg: 25","Zn: 3, Fe: 6, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51833,25,both,Agricultural University Guidelines
oats,black_cotton,78,75,48,78-75-48,CAN,300,Vermicompost,12000,"S: 11, Ca: 85, Mg: 27","Zn: 6, Fe: 12, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58125,28,rabi,Agricultural University Guidelines
oats,red_yellow,104,81,52,104-81-52,NPK 20-20-20,520,FYM,14000,"S: 16, Ca: 82, Mg: 24","Zn: 4, Fe: 8, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49293,21,kharif,Agricultural University Guidelines
oats,laterite,113,88,48,113-88-48,MOP,80,Neem Cake,15000,"S: 19, Ca: 117, Mg: 20","Zn: 6, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55325,25,rabi,Agricultural University Guidelines
oats,desert,95,63,39,95-63-39,SSP,393,Poultry Manure,16000,"S: 22, Ca: 72, Mg: 10","Zn: 7, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46873,17,kharif,Agricultural University Guidelines
oats,mountain,104,69,44,104-69-44,MOP,73,Compost,13000,"S: 21, Ca: 119, Mg: 18","Zn: 7, Fe: 12, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53469,19,kharif,Agricultural University Guidelines
oats,coastal,95,63,57,95-63-57,Urea,206,Poultry Manure,13000,"S: 10, Ca: 94, Mg: 29","Zn: 7, Fe: 9, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51478,29,perennial,Agricultural University Guidelines
oats,hill,95,69,44,95-69-44,Urea,206,Vermicompost,13000,"S: 19, Ca: 140, Mg: 25","Zn: 5, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50874,34,both,Agricultural University Guidelines
oats,forest,87,75,44,87-75-44,CAN,334,Compost,8000,"S: 23, Ca: 114, Mg: 13","Zn: 7, Fe: 13, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27094,32,kharif,Agricultural University Guidelines
buckwheat,alluvial,103,77,32,103-77-32,NPK 20-20-20,515,FYM,8000,"S: 13, Ca: 144, Mg: 24","Zn: 3, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31032,26,rabi,Agricultural University Guidelines
buckwheat,black_cotton,92,92,35,92-92-35,CAN,353,Vermicompost,8000,"S: 19, Ca: 131, Mg: 19","Zn: 6, Fe: 10, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41655,29,kharif,Agricultural University Guidelines
buckwheat,red_yellow,123,100,38,123-100-38,SSP,625,Vermicompost,10000,"S: 18, Ca: 124, Mg: 11","Zn: 3, Fe: 6, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46024,21,both,Agricultural University Guidelines
buckwheat,laterite,133,107,35,133-107-35,NPK 20-20-20,665,Poultry Manure,11000,"S: 11, Ca: 84, Mg: 23","Zn: 5, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51900,23,both,Agricultural University Guidelines
buckwheat,desert,113,77,28,113-77-28,DAP,627,Poultry Manure,12000,"S: 13, Ca: 126, Mg: 16","Zn: 4, Fe: 14, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,72698,25,rabi,Agricultural University Guidelines
buckwheat,mountain,123,84,32,123-84-32,SSP,525,Poultry Manure,9000,"S: 10, Ca: 144, Mg: 27","Zn: 5, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,36463,19,perennial,Agricultural University Guidelines
buckwheat,coastal,113,77,41,113-77-41,DAP,627,Vermicompost,9000,"S: 11, Ca: 104, Mg: 21","Zn: 7, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,32278,16,perennial,Agricultural University Guidelines
buckwheat,hill,113,84,32,113-84-32,MOP,53,Vermicompost,9000,"S: 17, Ca: 140, Mg: 27","Zn: 5, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,19575,17,both,Agricultural University Guidelines
buckwheat,forest,103,92,32,103-92-32,Urea,223,Poultry Manure,6000,"S: 22, Ca: 86, Mg: 13","Zn: 4, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,24949,37,perennial,Agricultural University Guidelines
amaranth_grain,alluvial,99,75,38,99-75-38,NPK 19-19-19,521,Vermicompost,6000,"S: 17, Ca: 117, Mg: 10","Zn: 7, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,30451,16,both,Agricultural University Guidelines
amaranth_grain,black_cotton,89,90,41,89-90-41,Urea,193,Compost,6000,"S: 10, Ca: 59, Mg: 16","Zn: 5, Fe: 12, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33543,22,rabi,Agricultural University Guidelines
amaranth_grain,red_yellow,118,97,45,118-97-45,NPK 20-20-20,590,FYM,7000,"S: 13, Ca: 79, Mg: 28","Zn: 3, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42899,34,both,Agricultural University Guidelines
amaranth_grain,laterite,128,105,41,128-105-41,SSP,656,Neem Cake,8000,"S: 12, Ca: 142, Mg: 24","Zn: 7, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39864,15,both,Agricultural University Guidelines
amaranth_grain,desert,108,75,34,108-75-34,CAN,415,FYM,9000,"S: 24, Ca: 59, Mg: 17","Zn: 3, Fe: 14, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38816,36,kharif,Agricultural University Guidelines
amaranth_grain,mountain,118,82,38,118-82-38,CAN,453,FYM,7000,"S: 21, Ca: 149, Mg: 24","Zn: 4, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,28008,34,rabi,Agricultural University Guidelines
amaranth_grain,coastal,108,75,49,108-75-49,NPK 19-19-19,568,Vermicompost,7000,"S: 23, Ca: 111, Mg: 21","Zn: 6, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52818,28,perennial,Agricultural University Guidelines
amaranth_grain,hill,108,82,38,108-82-38,MOP,63,Vermicompost,7000,"S: 19, Ca: 97, Mg: 27","Zn: 3, Fe: 11, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,36040,16,both,Agricultural University Guidelines
amaranth_grain,forest,99,90,38,99-90-38,MOP,63,Neem Cake,4000,"S: 23, Ca: 138, Mg: 13","Zn: 3, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,17525,37,kharif,Agricultural University Guidelines
quinoa,alluvial,65,41,77,65-41-77,NPK 20-20-20,325,FYM,9000,"S: 18, Ca: 141, Mg: 13","Zn: 3, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55528,37,rabi,Agricultural University Guidelines
quinoa,black_cotton,58,49,84,58-49-84,NPK 20-20-20,290,Neem Cake,9000,"S: 21, Ca: 131, Mg: 10","Zn: 6, Fe: 12, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,40607,37,perennial,Agricultural University Guidelines
quinoa,red_yellow,78,53,92,78-53-92,MOP,153,Neem Cake,11000,"S: 22, Ca: 73, Mg: 22","Zn: 7, Fe: 6, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55830,26,perennial,Agricultural University Guidelines
quinoa,laterite,84,57,84,84-57-84,SSP,356,FYM,12000,"S: 11, Ca: 99, Mg: 14","Zn: 7, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,35065,22,both,Agricultural University Guidelines
quinoa,desert,71,41,69,71-41-69,Urea,154,FYM,13000,"S: 19, Ca: 134, Mg: 10","Zn: 6, Fe: 5, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46237,16,kharif,Agricultural University Guidelines
quinoa,mountain,78,45,77,78-45-77,NPK 19-19-19,410,FYM,10000,"S: 19, Ca: 77, Mg: 21","Zn: 3, Fe: 7, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33950,32,rabi,Agricultural University Guidelines
quinoa,coastal,71,41,100,71-41-100,NPK 20-20-20,355,Vermicompost,10000,"S: 11, Ca: 149, Mg: 10","Zn: 5, Fe: 13, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31603,34,kharif,Agricultural University Guidelines
quinoa,hill,71,45,77,71-45-77,NPK 20-20-20,355,FYM,10000,"S: 19, Ca: 96, Mg: 18","Zn: 7, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58336,26,rabi,Agricultural University Guidelines
quinoa,forest,65,49,77,65-49-77,CAN,250,FYM,7000,"S: 16, Ca: 69, Mg: 24","Zn: 3, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31229,35,rabi,Agricultural University Guidelines
teff,alluvial,106,68,66,106-68-66,MOP,110,FYM,12000,"S: 18, Ca: 97, Mg: 21","Zn: 6, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50811,17,both,Agricultural University Guidelines
teff,black_cotton,95,81,72,95-81-72,CAN,365,FYM,13000,"S: 11, Ca: 108, Mg: 20","Zn: 6, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55079,17,kharif,Agricultural University Guidelines
teff,red_yellow,127,88,79,127-88-79,Urea,276,Vermicompost,15000,"S: 11, Ca: 109, Mg: 11","Zn: 3, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64624,23,rabi,Agricultural University Guidelines
teff,laterite,137,95,72,137-95-72,Urea,297,Neem Cake,16000,"S: 15, Ca: 102, Mg: 21","Zn: 3, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55423,27,both,Agricultural University Guidelines
teff,desert,116,68,59,116-68-59,MOP,98,FYM,18000,"S: 17, Ca: 108, Mg: 19","Zn: 3, Fe: 6, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,81147,20,kharif,Agricultural University Guidelines
teff,mountain,127,74,66,127-74-66,MOP,110,Poultry Manure,14000,"S: 21, Ca: 126, Mg: 10","Zn: 6, Fe: 9, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47603,28,both,Agricultural University Guidelines
teff,coastal,116,68,85,116-68-85,Urea,252,Poultry Manure,14000,"S: 19, Ca: 135, Mg: 18","Zn: 5, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47222,18,both,Agricultural University Guidelines
teff,hill,116,74,66,116-74-66,NPK 20-20-20,580,Vermicompost,14000,"S: 10, Ca: 72, Mg: 13","Zn: 6, Fe: 13, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60523,37,kharif,Agricultural University Guidelines
teff,forest,106,81,66,106-81-66,MOP,110,Neem Cake,9000,"S: 20, Ca: 130, Mg: 29","Zn: 4, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,28534,25,perennial,Agricultural University Guidelines
canary_seed,alluvial,91,53,56,91-53-56,CAN,350,Neem Cake,11000,"S: 18, Ca: 149, Mg: 17","Zn: 5, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49410,17,rabi,Agricultural University Guidelines
canary_seed,black_cotton,81,63,61,81-63-61,SSP,393,Neem Cake,12000,"S: 10, Ca: 124, Mg: 26","Zn: 6, Fe: 7, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,36684,35,kharif,Agricultural University Guidelines
canary_seed,red_yellow,109,68,67,109-68-67,DAP,605,Poultry Manure,14000,"S: 15, Ca: 91, Mg: 25","Zn: 5, Fe: 8, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55676,21,perennial,Agricultural University Guidelines
canary_seed,laterite,118,74,61,118-74-61,NPK 20-20-20,590,Compost,15000,"S: 22, Ca: 108, Mg: 15","Zn: 6, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58329,34,both,Agricultural University Guidelines
canary_seed,desert,100,53,50,100-53-50,CAN,384,Neem Cake,16000,"S: 22, Ca: 66, Mg: 28","Zn: 4, Fe: 5, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60733,23,kharif,Agricultural University Guidelines
canary_seed,mountain,109,58,56,109-58-56,DAP,605,FYM,13000,"S: 17, Ca: 72, Mg: 25","Zn: 7, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54343,26,kharif,Agricultural University Guidelines
canary_seed,coastal,100,53,72,100-53-72,MOP,120,Vermicompost,13000,"S: 12, Ca: 123, Mg: 18","Zn: 3, Fe: 11, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46167,29,perennial,Agricultural University Guidelines
canary_seed,hill,100,58,56,100-58-56,NPK 20-20-20,500,Vermicompost,13000,"S: 23, Ca: 79, Mg: 13","Zn: 4, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52458,20,kharif,Agricultural University Guidelines
canary_seed,forest,91,63,56,91-63-56,NPK 20-20-20,455,Poultry Manure,8000,"S: 21, Ca: 104, Mg: 26","Zn: 3, Fe: 14, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54153,17,perennial,Agricultural University Guidelines
job_tears,alluvial,92,56,49,92-56-49,Urea,200,Poultry Manure,9000,"S: 21, Ca: 59, Mg: 26","Zn: 5, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27965,31,rabi,Agricultural University Guidelines
job_tears,black_cotton,82,67,53,82-67-53,MOP,88,Compost,9000,"S: 20, Ca: 126, Mg: 13","Zn: 4, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44904,35,rabi,Agricultural University Guidelines
job_tears,red_yellow,110,72,58,110-72-58,DAP,611,Vermicompost,11000,"S: 11, Ca: 111, Mg: 23","Zn: 3, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62147,17,both,Agricultural University Guidelines
job_tears,laterite,119,78,53,119-78-53,MOP,88,Compost,12000,"S: 20, Ca: 113, Mg: 28","Zn: 5, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51876,28,perennial,Agricultural University Guidelines
job_tears,desert,101,56,44,101-56-44,Urea,219,Vermicompost,13000,"S: 17, Ca: 81, Mg: 11","Zn: 3, Fe: 7, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41128,25,both,Agricultural University Guidelines
job_tears,mountain,110,61,49,110-61-49,NPK 19-19-19,578,Vermicompost,10000,"S: 12, Ca: 131, Mg: 11","Zn: 3, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53053,39,rabi,Agricultural University Guidelines
job_tears,coastal,101,56,63,101-56-63,SSP,350,Neem Cake,10000,"S: 21, Ca: 75, Mg: 29","Zn: 3, Fe: 12, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56635,29,both,Agricultural University Guidelines
job_tears,hill,101,61,49,101-61-49,CAN,388,Vermicompost,10000,"S: 21, Ca: 64, Mg: 17","Zn: 6, Fe: 8, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56114,15,perennial,Agricultural University Guidelines
job_tears,forest,92,67,49,92-67-49,DAP,511,Neem Cake,7000,"S: 15, Ca: 109, Mg: 22","Zn: 7, Fe: 12, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42540,22,kharif,Agricultural University Guidelines
wild_rice,alluvial,83,67,41,83-67-41,MOP,68,FYM,11000,"S: 16, Ca: 108, Mg: 29","Zn: 3, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54749,23,both,Agricultural University Guidelines
wild_rice,black_cotton,74,80,45,74-80-45,Urea,160,Neem Cake,12000,"S: 14, Ca: 107, Mg: 20","Zn: 5, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43422,27,kharif,Agricultural University Guidelines
wild_rice,red_yellow,99,87,49,99-87-49,CAN,380,FYM,14000,"S: 23, Ca: 85, Mg: 28","Zn: 4, Fe: 9, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65014,34,rabi,Agricultural University Guidelines
wild_rice,laterite,107,93,45,107-93-45,MOP,75,FYM,15000,"S: 18, Ca: 91, Mg: 24","Zn: 5, Fe: 10, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52134,33,rabi,Agricultural University Guidelines
wild_rice,desert,91,67,36,91-67-36,MOP,60,Vermicompost,16000,"S: 22, Ca: 138, Mg: 14","Zn: 3, Fe: 7, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33790,37,kharif,Agricultural University Guidelines
wild_rice,mountain,99,73,41,99-73-41,Urea,215,Poultry Manure,13000,"S: 23, Ca: 53, Mg: 12","Zn: 7, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,37299,28,both,Agricultural University Guidelines
wild_rice,coastal,91,67,53,91-67-53,SSP,418,Vermicompost,13000,"S: 10, Ca: 119, Mg: 27","Zn: 3, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54706,36,both,Agricultural University Guidelines
wild_rice,hill,91,73,41,91-73-41,SSP,456,Vermicompost,13000,"S: 13, Ca: 73, Mg: 10","Zn: 7, Fe: 8, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,71544,39,perennial,Agricultural University Guidelines
wild_rice,forest,83,80,41,83-80-41,SSP,500,FYM,8000,"S: 11, Ca: 65, Mg: 16","Zn: 4, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,28223,15,both,Agricultural University Guidelines
black_rice,alluvial,101,61,35,101-61-35,DAP,561,Neem Cake,8000,"S: 10, Ca: 54, Mg: 22","Zn: 5, Fe: 7, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,29959,36,kharif,Agricultural University Guidelines
