State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Rewari,Kosli,Pumpkin,Other,FAQ,03/09/2025,1000,1000,1000
Haryana,Rewari,Rewari,Apple,Apple,Medium,03/09/2025,6000,18000,12000
Haryana,Rewari,Rewari,Banana,Other,Medium,03/09/2025,2000,3000,2500
Haryana,Sirsa,Ellanabad,Cotton,American,FAQ,03/09/2025,6100,7200,6600
Haryana,Sirsa,Ellanabad,Potato,Potato,FAQ,03/09/2025,700,1100,800
Haryana,Sirsa,kalanwali,Banana,Other,Medium,03/09/2025,2000,3000,2500
Haryana,Sirsa,kalanwali,Brinjal,Other,FAQ,03/09/2025,1000,1000,1000
Haryana,Sirsa,Rania,Tomato,Other,FAQ,03/09/2025,1600,1800,1700
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,03/09/2025,2400,2500,2400
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,1800,2000,1800
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,2500,3000,2800
Haryana,Sonipat,Sonepat,Banana,Other,Medium,03/09/2025,3200,3600,3200
Haryana,Sonipat,Sonepat,Cucumbar(Kheera),Other,FAQ,03/09/2025,1600,3200,1600
Haryana,"Yamuna Nagar",Chhachrauli,Banana,Other,Medium,03/09/2025,3700,3700,3700
Haryana,"Yamuna Nagar",Chhachrauli,Colacasia,Other,FAQ,03/09/2025,1600,1900,1600
Haryana,"Yamuna Nagar",Chhachrauli,"Green Chilli","Green Chilly",FAQ,03/09/2025,3700,3700,3700
Haryana,"Yamuna Nagar",Chhachrauli,Potato,Potato,FAQ,03/09/2025,1100,1100,1100
Haryana,"Yamuna Nagar",Jagadhri,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,2500,3200,3000
Haryana,"Yamuna Nagar",Jagadhri,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2000,2200,2100
Haryana,"Yamuna Nagar",Jagadhri,Garlic,Average,FAQ,03/09/2025,6000,6500,6250
Haryana,"Yamuna Nagar",Jagadhri,"Green Chilli",Other,FAQ,03/09/2025,1800,3000,2400
Haryana,"Yamuna Nagar",Jagadhri,"Mousambi(Sweet Lime)",Other,Medium,03/09/2025,2200,2600,2400
Haryana,"Yamuna Nagar",Jagadhri,Potato,Other,FAQ,03/09/2025,910,1090,1050
Haryana,"Yamuna Nagar",Radaur,Apple,Other,Medium,03/09/2025,5000,6000,5500
Haryana,"Yamuna Nagar",Radaur,Cauliflower,Other,FAQ,03/09/2025,4500,5000,4800
Haryana,"Yamuna Nagar",Radaur,Guava,Other,Medium,03/09/2025,2500,3000,2800
Haryana,"Yamuna Nagar",Radaur,Lemon,Other,FAQ,03/09/2025,4500,5500,5000
Haryana,"Yamuna Nagar",Radaur,Potato,Other,FAQ,03/09/2025,1200,1400,1300
"Himachal Pradesh",Chamba,Chamba,Brinjal,Other,FAQ,03/09/2025,4500,5000,4750
"Himachal Pradesh",Chamba,Chamba,Onion,Other,FAQ,03/09/2025,2300,2500,2400
"Himachal Pradesh",Hamirpur,Hamirpur,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4800,5000,4900
"Himachal Pradesh",Hamirpur,Hamirpur,"Bitter gourd",Other,FAQ,03/09/2025,5500,6000,5700
"Himachal Pradesh",Hamirpur,Hamirpur,Cucumbar(Kheera),Other,FAQ,03/09/2025,3500,4500,4000
"Himachal Pradesh",Hamirpur,Hamirpur,Papaya,Other,Medium,03/09/2025,5000,5500,5200
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Bottle gourd",Other,FAQ,03/09/2025,4500,6000,5200
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Cucumbar(Kheera),Other,FAQ,03/09/2025,3500,4500,4000
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Papaya,Other,Medium,03/09/2025,5000,5500,5200
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Pineapple,Other,Medium,03/09/2025,4500,5000,4700
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Tomato,Other,FAQ,03/09/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Dharamshala,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4500,4800,4650
"Himachal Pradesh",Kangra,Dharamshala,"Bottle gourd","Bottle Gourd",FAQ,03/09/2025,5500,6000,5750
"Himachal Pradesh",Kangra,Dharamshala,Capsicum,Other,FAQ,03/09/2025,7800,8200,8000
"Himachal Pradesh",Kangra,Dharamshala,Cauliflower,Other,FAQ,03/09/2025,7500,8000,7750
"Himachal Pradesh",Kangra,Dharamshala,"Green Chilli",Other,FAQ,03/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Apple,Other,Medium,03/09/2025,3000,9000,5000
"Himachal Pradesh",Kangra,Kangra,"Bottle gourd",Other,FAQ,03/09/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,Garlic,Average,FAQ,03/09/2025,10000,12000,11000
"Himachal Pradesh",Kangra,Kangra,Lemon,Other,FAQ,03/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Pear(Marasebu),Other,Medium,03/09/2025,6000,8000,7000
"Himachal Pradesh",Kangra,Kangra,Pineapple,Other,Medium,03/09/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,Pumpkin,Other,FAQ,03/09/2025,1500,2500,2000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Banana,"Banana - Ripe",Medium,03/09/2025,3500,3600,3600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Carrot,Carrot,FAQ,03/09/2025,3000,3200,3100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Colacasia,Colacasia,FAQ,03/09/2025,4200,4600,4400
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Onion,"1st Sort",FAQ,03/09/2025,2400,2600,2500
"Himachal Pradesh",Kangra,Kangra(Jassour),Banana,Other,Medium,03/09/2025,4000,4500,4250
"Himachal Pradesh",Kangra,Kangra(Jassour),"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,4000,5000,4500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,3000,3500,3200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,03/09/2025,7000,7500,7200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pumpkin,Other,FAQ,03/09/2025,1500,2200,1800
"Himachal Pradesh",Kangra,Palampur,Brinjal,Brinjal,FAQ,03/09/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,03/09/2025,3000,3700,3400
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,03/09/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Pomegranate,Other,Medium,03/09/2025,8000,12500,10000
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,03/09/2025,2000,2600,2300
"Himachal Pradesh",Kullu,Kullu,Tomato,Other,FAQ,03/09/2025,1000,1500,1300
"Himachal Pradesh",Mandi,"Chail Chowk ",Onion,Other,Non-FAQ,03/09/2025,1400,1600,1500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Apple,"Royal Delicious",Medium,03/09/2025,2000,9000,5500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","Bottle gourd",Other,FAQ,03/09/2025,3000,3500,3250
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Capsicum,Capsicum,FAQ,03/09/2025,5000,5000,5000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Ginger(Dry),Other,FAQ,03/09/2025,7000,9000,8000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","Mousambi(Sweet Lime)",Other,Medium,03/09/2025,5000,5000,5000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Pomegranate,Other,Medium,03/09/2025,9000,14000,10500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Potato,Other,FAQ,03/09/2025,1000,2200,1600
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)","Sponge gourd",Other,FAQ,03/09/2025,2000,3000,2500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,2000,5000,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),Cabbage,Cabbage,FAQ,03/09/2025,1900,3000,2500
"Himachal Pradesh",Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,03/09/2025,7000,10000,8500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Green Chilli",Other,FAQ,03/09/2025,2000,7000,5000
"Himachal Pradesh",Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,03/09/2025,19500,19500,19500
"Himachal Pradesh",Mandi,Mandi(Mandi),Onion,Onion,FAQ,03/09/2025,1800,2200,2000
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Guava,Guava,Medium,03/09/2025,5000,5500,5200
"Himachal Pradesh",Sirmore,Nahan,Brinjal,Other,FAQ,03/09/2025,2000,3000,2500
"Himachal Pradesh",Sirmore,Nahan,Colacasia,Other,FAQ,03/09/2025,2500,3500,3000
"Himachal Pradesh",Sirmore,Nahan,Lemon,Other,FAQ,03/09/2025,6000,7000,6500
"Himachal Pradesh",Sirmore,Nahan,Potato,Other,FAQ,03/09/2025,1000,2000,1500
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bitter gourd",Other,FAQ,03/09/2025,3500,4000,3800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cabbage,Other,FAQ,03/09/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Garlic,Other,FAQ,03/09/2025,6000,8000,7000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Ginger(Green),Other,FAQ,03/09/2025,6000,8000,7000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Tomato,Other,FAQ,03/09/2025,3500,4000,3800
"Himachal Pradesh",Solan,Solan,Banana,Other,Medium,03/09/2025,2000,2900,2700
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,03/09/2025,10000,15000,13000
"Himachal Pradesh",Solan,Solan,Potato,Other,FAQ,03/09/2025,600,2000,2000
"Himachal Pradesh",Solan,Solan,"Sponge gourd",Other,FAQ,03/09/2025,3500,4000,3800
"Himachal Pradesh",Solan,Solan(Nalagarh),Ginger(Green),"Green Ginger",FAQ,03/09/2025,5000,6000,5500
"Himachal Pradesh",Una,Una,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,3500,4500,4000
"Himachal Pradesh",Una,Una,Cauliflower,Cauliflower,FAQ,03/09/2025,5000,8000,6500
"Himachal Pradesh",Una,Una,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,2000,5000,3500
"Himachal Pradesh",Una,Una,"Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2025,4000,4500,4250
"Jammu and Kashmir",Jammu,Batote,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,2300,2500,2400
"Jammu and Kashmir",Jammu,Batote,Brinjal,Other,FAQ,03/09/2025,2000,2200,2100
"Jammu and Kashmir",Jammu,Batote,Tomato,Other,FAQ,03/09/2025,3000,3400,3200
"Jammu and Kashmir",Kathua,Kathua,Apple,Delicious,Medium,03/09/2025,8000,10000,9000
"Jammu and Kashmir",Kathua,Kathua,"Bhindi(Ladies Finger)",Other,FAQ,03/09/2025,3000,3500,3250
"Jammu and Kashmir",Kathua,Kathua,Cauliflower,Other,FAQ,03/09/2025,4000,5000,4500
"Jammu and Kashmir",Kathua,Kathua,"Indian Beans (Seam)",Other,FAQ,03/09/2025,7000,8000,7500
"Jammu and Kashmir",Kathua,Kathua,"Peas Wet",Other,FAQ,03/09/2025,10000,12000,11000
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Other,Medium,03/09/2025,10000,15000,12500
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Knool Khol",Other,FAQ,03/09/2025,3000,3200,3100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Pomegranate,Other,Small,03/09/2025,12000,13000,12500
"Jammu and Kashmir",Udhampur,Udhampur,Apple,Delicious,Medium,03/09/2025,7000,9000,8000
"Jammu and Kashmir",Udhampur,Udhampur,Garlic,Other,FAQ,03/09/2025,8000,9000,8500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,"Elakki Bale",Local,03/09/2025,1000,7400,4200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,"Nauti Bale",Local,03/09/2025,700,2200,1450
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,"Pachha Bale",Local,03/09/2025,600,2100,1350
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,"Beans (Whole)",Local,03/09/2025,2300,2700,2500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2025,2300,2600,2500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Bitter gourd","Bitter Gourd",Local,03/09/2025,2300,2600,2400
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Capsicum,Capsicum,Local,03/09/2025,3500,3800,3700
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Chapparad Avare","Chapparada Avarekai",Local,03/09/2025,3700,4000,3800
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cucumbar(Kheera),Cucumbar,Local,03/09/2025,1300,1500,1400
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Lime,Lime,Local,03/09/2025,6000,7000,6600
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Orange,Orange,Medium,03/09/2025,1000,1800,1200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,03/09/2025,1500,2000,1800
Karnataka,Bangalore,Ramanagara,"Bhindi(Ladies Finger)",Bhindi,Local,03/09/2025,2400,3200,3000
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,Local,03/09/2025,4000,4800,4400
Karnataka,Chikmagalur,Chikkamagalore,Beetroot,Beetroot,Local,03/09/2025,1852,1852,1852
Karnataka,Chikmagalur,Chikkamagalore,Cucumbar(Kheera),Cucumbar,Local,03/09/2025,2000,2000,2000
Karnataka,Chikmagalur,Chikkamagalore,"Green Chilli","Green Chilly",Local,03/09/2025,3523,3723,3623
Karnataka,Chikmagalur,Chikkamagalore,Tomato,Tomato,Local,03/09/2025,1939,2139,2039
Karnataka,Davangere,Davangere,Banana,"Pachha Bale",Local,03/09/2025,1700,2200,2000
Karnataka,Davangere,Davangere,Beans,"Beans (Whole)",Local,03/09/2025,1900,2500,2300
Karnataka,Davangere,Davangere,"Bhindi(Ladies Finger)",Bhindi,Local,03/09/2025,1600,2000,1800
Karnataka,Davangere,Davangere,Cabbage,Cabbage,Local,03/09/2025,1400,2000,1800
Karnataka,Davangere,Davangere,Copra,Copra,Local,03/09/2025,14000,15000,14630
Karnataka,Davangere,Davangere,Cucumbar(Kheera),Cucumbar,Local,03/09/2025,1600,2000,1800
Karnataka,Davangere,Davangere,Orange,Orange,Local,03/09/2025,4000,5000,4500
Karnataka,Davangere,Davangere,Potato,Potato,Local,03/09/2025,1600,2000,1800
Karnataka,Davangere,Davangere,Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2025,1500,2200,2000
Karnataka,"Karwar(Uttar Kannad)",Kumta,Arecanut(Betelnut/Supari),Ripe,Local,03/09/2025,35799,43739,40769
Karnataka,"Karwar(Uttar Kannad)",Sirsi,"Black pepper",Malabar,Local,03/09/2025,60689,67299,64833
Karnataka,"Karwar(Uttar Kannad)",Sirsi,Coconut,Grade-I,Local,03/09/2025,6400,6950,6870
Karnataka,Kolar,Gowribidanoor,Onion,Onion,Local,03/09/2025,2000,2500,2250
Karnataka,Kolar,Gowribidanoor,Thondekai,Thondekai,Local,03/09/2025,1500,2000,1800
Karnataka,Kolar,Malur,Beans,"Beans (Whole)",Local,03/09/2025,2000,5200,5000
Karnataka,Koppal,Gangavathi,Rice,Other,Local,03/09/2025,2630,3230,2780
Karnataka,"Mangalore(Dakshin Kannad)",Belthangdi,Arecanut(Betelnut/Supari),Other,Local,03/09/2025,25000,37000,29500
Karnataka,"Mangalore(Dakshin Kannad)",Mangalore,Arecanut(Betelnut/Supari),"New Variety",Local,03/09/2025,36000,49000,42500
Karnataka,"Mangalore(Dakshin Kannad)",Sulya,Arecanut(Betelnut/Supari),Cqca,Local,03/09/2025,20000,37000,33000
Karnataka,Shimoga,Sorabha,Maize,Local,Local,03/09/2025,0,0,2500
Kerala,Alappuzha,Chengannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,3800,4100,4000
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,03/09/2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Garlic,Garlic,FAQ,03/09/2025,0,0,10000
Kerala,Alappuzha,"Cheriyanadu  VFPCK","Bitter gourd","Bitter Gourd",FAQ,03/09/2025,5000,9000,7000
Kerala,Alappuzha,Cherthala,"Bitter gourd",Other,FAQ,03/09/2025,5800,6000,5900
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,03/09/2025,3500,3800,3600
Kerala,Alappuzha,Cherthala,Cowpea(Veg),"Cowpea (Veg)",FAQ,03/09/2025,4300,4500,4400
Kerala,Alappuzha,Cherthala,"Long Melon(Kakri)",Other,FAQ,03/09/2025,4500,4700,4600
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,03/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,03/09/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Banana,"Nendra Bale",Medium,03/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,"Bitter gourd",Other,FAQ,03/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,03/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,03/09/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,"Green Chilli",Other,FAQ,03/09/2025,6000,6500,6000
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,03/09/2025,7000,7200,7100
Kerala,Ernakulam,Aluva,Amaranthus,Amaranthus,FAQ,03/09/2025,2000,2000,2000
Kerala,Ernakulam,Aluva,Ashgourd,Ashgourd,FAQ,03/09/2025,3000,3300,3200
Kerala,Ernakulam,Aluva,Cabbage,Cabbage,FAQ,03/09/2025,1500,2500,2000
Kerala,Ernakulam,Aluva,Cauliflower,Other,FAQ,03/09/2025,2500,3000,2800
Kerala,Ernakulam,Aluva,Drumstick,Drumstick,FAQ,03/09/2025,5000,6500,5800
Kerala,Ernakulam,Aluva,Pineapple,"Pine Apple",Medium,03/09/2025,5000,5500,5300
Kerala,Ernakulam,Aluva,Pumpkin,Pumpkin,FAQ,03/09/2025,2800,3200,3000
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,03/09/2025,5500,6500,6000
Kerala,Ernakulam,Aluva,Tomato,Tomato,FAQ,03/09/2025,3500,4000,3800
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,"Nendra Bale",Large,03/09/2025,4300,4500,4400
Kerala,Ernakulam,Angamaly,Colacasia,Other,FAQ,03/09/2025,5000,7000,6000
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,03/09/2025,3500,5000,4200
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,03/09/2025,5600,10000,8000
Kerala,Ernakulam,Angamaly,"Little gourd (Kundru)",Other,FAQ,03/09/2025,4000,6000,5000
Kerala,Ernakulam,Angamaly,Pineapple,"Pine Apple",Large,03/09/2025,5600,7000,6500
Kerala,Ernakulam,Angamaly,Tomato,Other,FAQ,03/09/2025,4500,6000,5000
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,03/09/2025,3800,4200,4000
Kerala,Ernakulam,Ernakulam,Brinjal,Brinjal,FAQ,03/09/2025,4800,5200,5000
Kerala,Ernakulam,Ernakulam,Tapioca,Tapioca,FAQ,03/09/2025,2600,3000,2800
Kerala,Ernakulam,Ernakulam,Tomato,Tomato,FAQ,03/09/2025,4000,4500,4300
Kerala,Ernakulam,"KANJOOR VFPCK",Banana,Robusta,Large,03/09/2025,2800,3000,2900
Kerala,Ernakulam,"Koovapadi VFPCK",Ashgourd,Ashgourd,FAQ,03/09/2025,3000,3200,3100
Kerala,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,03/09/2025,3000,4000,3500
Kerala,Ernakulam,Kothamangalam,Banana,Poovan,Large,03/09/2025,8000,10000,9000
Kerala,Ernakulam,Kothamangalam,Colacasia,Other,FAQ,03/09/2025,7000,8000,7500
Kerala,Ernakulam,Kothamangalam,"Green Chilli",Other,FAQ,03/09/2025,6000,8000,7000
Kerala,Ernakulam,"North Paravur","Amla(Nelli Kai)",Amla,FAQ,03/09/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Beetroot,Beetroot,FAQ,03/09/2025,2500,3500,3000
Kerala,Ernakulam,"North Paravur",Carrot,Carrot,FAQ,03/09/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Cauliflower,"African Sarson",FAQ,03/09/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur",Colacasia,Colacasia,FAQ,03/09/2025,4500,5000,4800
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,03/09/2025,7500,8000,7800
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,03/09/2025,5800,6500,6000
Kerala,Ernakulam,"North Paravur",Mint(Pudina),Mint(Pudina),FAQ,03/09/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Pineapple,Other,Medium,03/09/2025,4000,5000,4500
Kerala,Ernakulam,"North Paravur","Sweet Potato","Hosur Green",FAQ,03/09/2025,3800,4500,4000
Kerala,Ernakulam,"North Paravur",Tomato,Deshi,FAQ,03/09/2025,4500,5000,4800
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,03/09/2025,7500,8500,8000
Kerala,Ernakulam,Perumbavoor,"Indian Beans (Seam)","Indian Beans (Seam)",FAQ,03/09/2025,6200,7200,6700
Kerala,Ernakulam,Perumbavoor,Snakeguard,Snakeguard,FAQ,03/09/2025,4700,5700,5200
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,FAQ,03/09/2025,2500,3500,3000
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,03/09/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,7000,9000,7400
Kerala,Ernakulam,Thrippunithura,"Cluster beans","Cluster Beans",FAQ,03/09/2025,6000,8000,6200
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,4500,5400,4700
Kerala,Idukki,"Kamakshi VFPCK",Banana,"Nendra Bale",Large,03/09/2025,3800,4200,4000
Kerala,Kannur,Kannur,"Bitter gourd","Bitter Gourd",FAQ,03/09/2025,7000,7600,7400
Kerala,Kannur,Kannur,"Coconut Oil",Other,FAQ,03/09/2025,41000,42000,41500
Kerala,Kannur,"Koodali  VFPCK",Banana,"Nendra Bale",Large,03/09/2025,5700,5700,5700
Kerala,Kannur,Kuthuparambu,Arecanut(Betelnut/Supari),Other,FAQ,03/09/2025,30000,36000,33000
Kerala,Kannur,Kuthuparambu,"Coconut Oil",Other,FAQ,03/09/2025,38500,40000,39000
Kerala,Kannur,"Pattiyam  VFPCK","Banana - Green","Banana - Green",FAQ,03/09/2025,5900,5900,5900
Kerala,Kannur,Taliparamba,Cucumbar(Kheera),Other,FAQ,03/09/2025,2900,3100,3000
Kerala,Kannur,Taliparamba,Potato,Potato,FAQ,03/09/2025,2900,3100,3000
Kerala,Kannur,Thalasserry,Banana,Other,Small,03/09/2025,7000,7500,7100
Kerala,Kannur,Thalasserry,Onion,"1st Sort",FAQ,03/09/2025,2000,2500,2200
Kerala,Kannur,Thalasserry,Snakeguard,Other,FAQ,03/09/2025,5300,6000,5500
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,FAQ,03/09/2025,2800,4000,3400
Kerala,Kasargod,Manjeswaram,"Banana - Green",Other,FAQ,03/09/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,10000,12000,11000
Kerala,Kasargod,Manjeswaram,Cucumbar(Kheera),Cucumbar,FAQ,03/09/2025,3300,4000,3700
Kerala,Kasargod,Manjeswaram,Potato,Other,FAQ,03/09/2025,2000,3000,2500
Kerala,Kasargod,Manjeswaram,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,03/09/2025,5000,7000,6000
Kerala,Kollam,Anchal,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,03/09/2025,5400,5600,5500
Kerala,Kollam,Anchal,Onion,Other,FAQ,03/09/2025,4100,4300,4200
Kerala,Kollam,Anchal,Pineapple,Other,Medium,03/09/2025,6500,6700,6600
Kerala,Kollam,"KULATHOOPUZHA VFPCK",Ashgourd,Other,FAQ,03/09/2025,3500,4500,4000
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,03/09/2025,4000,4200,4100
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,03/09/2025,3600,4000,3800
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,03/09/2025,3400,3600,3500
Kerala,Kottayam,Ettumanoor,"Bitter gourd",Other,FAQ,03/09/2025,6200,6400,6300
Kerala,Kottayam,Ettumanoor,Cabbage,Other,FAQ,03/09/2025,2400,2800,2600
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,03/09/2025,7000,8000,7500
Kerala,Kottayam,Kottayam,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,03/09/2025,10000,11400,10700
Kerala,Kottayam,Kottayam,"Green Chilli","Green Chilly",FAQ,03/09/2025,7000,7400,7200
Kerala,Kottayam,Kuruppanthura,Banana,Poovan,Large,03/09/2025,8000,8600,8400
Kerala,Kottayam,Kuruppanthura,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2025,4200,6000,5000
Kerala,Kottayam,Kuruppanthura,Cabbage,Cabbage,FAQ,03/09/2025,3400,4000,4000
Kerala,Kottayam,Kuruppanthura,Ginger(Green),"Green Ginger",FAQ,03/09/2025,6000,8600,7000
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,03/09/2025,3000,4000,3500
Kerala,Kottayam,Pampady,Banana,Medium,Medium,03/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,Banana,Palayamthodan,Medium,03/09/2025,2500,3500,3000
Kerala,Kottayam,Pampady,"Banana - Green","Banana - Green",FAQ,03/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,03/09/2025,4500,6500,5500
Kerala,Kottayam,Pampady,Onion,Big,Non-FAQ,03/09/2025,2100,3000,2500
